Actor_name,connectivity,actor_gender,Actor_date_of_birth,Actor_ethnicity,Freebase_actor_ID,community,Wikidata_actor_id,actor_country_of_citizenship,actor_occupation
Sterling Holloway,53,M,1/4/1905,,/m/03dbww,3,Q725507,United States of America,"['voice actor', 'film actor', 'stage actor', 'television actor', 'singer', 'actor']"
Hal Smith,49,M,8/24/1916,,/m/03llf8,3,Q2713545,United States of America,"['actor', 'dub actor', 'screenwriter', 'disc jockey', 'television actor', 'voice actor', 'film actor']"
Thomas Dekker,48,M,12/28/1987,/m/07mqps,/m/0djtky,3,Q369292,United States of America,"['actor', 'television actor', 'film actor', 'singer', 'voice actor', 'screenwriter', 'film producer', 'film director']"
Daran Norris,48,M,11/1/1964,,/m/0490sl,3,Q723021,United States of America,"['film actor', 'television actor', 'voice actor']"
Christopher Lloyd,47,M,10/22/1938,,/m/01l_yg,3,Q109324,United States of America,"['television actor', 'film actor', 'actor', 'character actor', 'voice actor', 'stage actor']"
Lauren Tom,47,F,8/4/1961,/m/0d2by,/m/030x48,3,Q236569,United States of America,"['voice actor', 'film actor', 'stage actor']"
Rodger Bumpass,47,M,11/20/1951,,/m/035vrb,3,Q4337,United States of America,"['voice actor', 'comedian', 'stand-up comedian', 'actor', 'singer']"
Susanne Blakeslee,47,F,1/27/1956,,/m/04n81k,3,Q465167,United States of America,"['singer', 'voice actor', 'comedian', 'television actor', 'film actor']"
Harvey Keitel,46,M,5/13/1939,/m/022dp5,/m/0klh7,3,Q191132,United States of America,"['actor', 'film actor', 'character actor', 'screenwriter', 'television actor', 'film producer', 'stage actor']"
Daws Butler,46,M,11/16/1916,,/m/0223g8,3,Q2412586,United States of America,"['actor', 'dub actor', 'voice actor', 'screenwriter']"
Doug Lawrence,46,M,1/1/1969,,/m/03rvfw,3,Q4408,United States of America,"['voice actor', 'screenwriter', 'comedian', 'animator', 'actor', 'film actor']"
Jeff Garcia,46,M,5/3/1977,,/m/08g3q5,3,Q3990,United States of America,"['actor', 'film actor', 'voice actor']"
Michael Bell,45,M,7/30/1938,,/m/08jtv5,3,Q925891,United States of America,"['voice actor', 'film director', 'film actor', 'activist', 'inventor', 'television actor']"
Jon Lovitz,45,M,7/21/1957,,/m/02jm0n,3,Q296524,United States of America,"['actor', 'singer', 'dub actor', 'television actor', 'film actor', 'voice actor', 'stage actor', 'comedian']"
John Cusack,44,M,6/28/1966,/m/033tf_,/m/01gkmx,3,Q106175,United States of America,"['actor', 'film actor', 'film producer', 'voice actor', 'blogger', 'writer', 'screenwriter', 'television actor', 'kickboxer', 'television producer']"
Bea Benaderet,44,F,4/4/1906,,/m/03lpd0,3,Q1285376,United States of America,"['actor', 'television actor', 'voice actor', 'film actor']"
Mae Whitman,44,F,6/9/1988,,/m/013vdl,3,Q232307,United States of America,"['actor', 'film actor', 'television actor', 'voice actor']"
Raven-Symoné,44,F,12/10/1985,/m/0x67,/m/035pvg,3,Q188648,United States of America,"['actor', 'singer-songwriter', 'dancer', 'voice actor', 'model', 'pianist', 'fashion designer', 'television producer', 'recording artist']"
Pinto Colvig,43,M,1892-09-11,,/m/03k1vm,3,Q945591,United States of America,"['actor', 'circus performer', 'dub actor', 'voice actor', 'clown', 'animator', 'screenwriter']"
Kevin Nealon,43,M,11/18/1953,/m/07hwkr,/m/049dyj,3,Q449531,United States of America,"['actor', 'television actor', 'screenwriter', 'film actor', 'voice actor']"
Howard Morris,42,M,9/4/1919,,/m/06nd8c,3,Q322266,United States of America,"['film director', 'dub actor', 'television actor', 'stage actor', 'film actor', 'voice actor']"
Casey Kasem,42,M,4/27/1932,/m/0g48m4,/m/01d_4t,3,Q1047230,United States of America,"['voice actor', 'film producer', 'journalist', 'radio personality', 'musician', 'disc jockey', 'television actor', 'film actor']"
David Spade,40,M,7/22/1964,,/m/02dlfh,3,Q298658,United States of America,"['film actor', 'screenwriter', 'television actor', 'voice actor', 'film producer']"
Lucy Liu,40,F,12/2/1968,/m/01nbcy,/m/011zd3,3,Q188375,United States of America,"['television actor', 'film actor', 'voice actor', 'actor', 'director', 'film director', 'stage actor']"
Kevin Dunn,40,M,8/24/1956,,/m/057_yx,3,Q706117,United States of America,"['television actor', 'film actor', 'actor', 'film producer']"
Kristin Chenoweth,40,F,7/24/1968,/m/0dbxy,/m/047c9l,3,Q231811,United States of America,"['singer', 'actor', 'writer', 'voice actor', 'autobiographer', 'composer', 'television actor', 'stage actor', 'film actor']"
Ving Rhames,39,M,5/12/1959,/m/0x67,/m/032zg9,3,Q310315,United States of America,"['actor', 'voice actor', 'character actor', 'stage actor', 'television actor', 'film actor']"
Annette Funicello,38,F,10/22/1942,,/m/01nvj6p,3,Q292081,United States of America,"['actor', 'film actor', 'singer', 'television actor', 'autobiographer', 'recording artist']"
John Stephenson,38,M,8/9/1923,,/m/06czxq,3,Q3182524,United States of America,"['actor', 'television actor', 'voice actor']"
Victor Argo,38,M,11/5/1934,/m/0gkxl2,/m/03lv3s,3,Q973065,United States of America,"['actor', 'stage actor', 'television actor']"
Stanley Tucci,37,M,11/11/1960,/m/0xnvg,/m/02bj6k,3,Q223117,United States of America,"['film director', 'actor', 'film producer', 'screenwriter', 'film actor', 'television actor', 'voice actor', 'stage actor', 'television producer']"
Jesse McCartney,37,M,4/9/1987,,/m/05w6cw,3,Q191842,United States of America,"['actor', 'singer-songwriter', 'voice actor', 'musician', 'film actor', 'singer', 'television actor']"
Megan Cavanagh,37,F,11/8/1960,,/m/08m_kw,3,,,
B. J. Ward,36,F,9/12/1944,,/m/06z3z1,3,Q2900254,United States of America,"['actor', 'singer', 'voice actor', 'film actor', 'opera singer']"
Crystal Scales,35,F,11/22/1971,,/m/0943ms,3,Q5191345,United States of America,"['singer', 'television actor', 'voice actor', 'film actor', 'rapper']"
Ralph Wright,35,M,5/17/1908,,/m/02795d6,3,Q378620,United States of America,"['animator', 'screenwriter', 'actor', 'voice actor', 'director', 'film director']"
Edie McClurg,35,F,7/23/1951,,/m/065mm1,3,Q262738,United States of America,"['television actor', 'film actor', 'voice actor', 'singer', 'stage actor']"
Mindy Cohn,34,F,5/20/1966,,/m/03dnk1,3,Q276209,United States of America,"['actor', 'singer', 'television actor', 'film actor', 'voice actor']"
Jennifer Hale,34,F,1/30/1972,,/m/034rd9,3,Q195041,United States of America,"['musician', 'voice actor', 'actor']"
Junius Matthews,33,M,1890-06-12,,/m/02795xq,3,Q3190076,United States of America,"['actor', 'voice actor', 'television actor']"
Barbara Luddy,33,F,5/25/1908,,/m/0g8k0r,3,Q2883986,United States of America,"['actor', 'voice actor']"
Linda Gary Howerton,33,F,11/4/1944,,/m/032642,3,Q2607635,United States of America,"['actor', 'voice actor', 'television actor', 'film actor']"
Henry Corden,33,M,1/6/1920,,/m/069z_5,3,Q707717,Canada,"['stage actor', 'television actor', 'film actor', 'voice actor', 'actor']"
Nick Swardson,33,M,10/9/1976,/m/04q7gbh,/m/09r0yc,3,Q984077,United States of America,"['comedian', 'screenwriter', 'television actor', 'film actor', 'film producer']"
Gregg Berger,32,M,12/10/1950,,/m/04wtkf,3,Q3090109,United States of America,"['dub actor', 'actor', 'voice actor']"
Frankie Avalon,32,M,9/18/1939,/m/0xnvg,/m/01m9k6y,3,Q468635,United States of America,"['singer', 'musician', 'television actor', 'film actor']"
E.G. Daily,32,F,9/11/1961,,/m/01n7qlf,3,Q258255,United States of America,"['comedian', 'composer', 'voice actor', 'singer-songwriter', 'film actor']"
Jim Ward,32,M,5/19/1959,,/m/09w9b2,3,Q4280417,United States of America,"['voice actor', 'radio personality', 'actor']"
R. Lee Ermey,32,M,3/24/1944,,/m/01mylz,3,Q353978,United States of America,"['drill instructor', 'actor', 'television producer', 'screenwriter', 'voice actor', 'comedian', 'television actor', 'film actor', 'director']"
Peter Dante,31,M,12/16/1968,/m/06v41q,/m/0fx4xc,3,Q5617048,United States of America,"['actor', 'television actor', 'film actor']"
April Winchell,31,F,1/4/1960,,/m/06nsdw,3,Q2335794,United States of America,"['radio personality', 'stage actor', 'television actor', 'screenwriter', 'voice actor', 'film actor', 'writer']"
Neil Ross,31,M,12/31/1944,,/m/0935jw,3,Q3053268,United Kingdom,"['actor', 'radio personality', 'voice actor', 'disc jockey']"
Estelle Harris,31,F,4/4/1928,,/m/07663r,3,Q272935,United States of America,"['actor', 'television presenter', 'singer', 'writer', 'musician', 'voice actor', 'comedian']"
Anjelica Huston,31,F,7/8/1951,/m/02vsw1,/m/01j5ts,3,Q190998,United States of America,"['television actor', 'film actor', 'film director', 'actor', 'voice actor', 'model', 'film producer', 'stage actor', 'autobiographer']"
Susan Sarandon,31,F,10/4/1946,/m/09vc4s,/m/01vwllw,3,Q133050,United States of America,"['film actor', 'voice actor', 'film producer', 'actor', 'television actor']"
Josh Duhamel,31,M,11/14/1972,/m/06v41q,/m/0331m0,3,Q19794,United States of America,"['actor', 'television actor', 'film actor', 'voice actor', 'model', 'restaurateur', 'film producer', 'film director']"
Mark DeCarlo,31,M,6/23/1962,,/m/0dnlnj,3,Q3294050,United States of America,['actor']
Fred Tatasciore,31,M,,,/m/0ccqd7,3,Q847133,United States of America,"['voice actor', 'stand-up comedian']"
Michael Paré,30,M,10/9/1958,,/m/05pbf4,3,Q672357,United States of America,"['model', 'film actor', 'television actor', 'singer', 'film producer', 'actor']"
Danny Glover,30,M,7/22/1946,/m/0x67,/m/0205dx,3,Q192165,United States of America,"['actor', 'film director', 'film producer', 'voice actor', 'character actor', 'singer', 'television actor', 'film actor', 'peace activist', 'executive producer', 'television producer']"
Gilbert Gottfried,30,M,2/28/1955,/m/041rx,/m/02y0yt,3,Q221464,United States of America,"['comedian', 'voice actor', 'screenwriter']"
Laurie Metcalf,30,F,6/16/1955,,/m/01rs5p,3,Q236711,United States of America,"['television actor', 'film actor', 'stage actor', 'voice actor', 'actor']"
Julie White,30,F,6/4/1961,,/m/09mf1p,3,Q269802,United States of America,"['film actor', 'stage actor', 'television actor', 'voice actor']"
Robert Foxworth,30,M,11/1/1941,,/m/034fqp,3,Q2063709,United States of America,"['television actor', 'film actor', 'film director', 'voice actor', 'stage actor']"
Tyrese Gibson,30,M,12/30/1978,/m/0x67,/m/01l1b90,3,Q311232,United States of America,"['actor', 'television actor', 'film actor', 'singer', 'musician', 'rapper', 'model', 'film producer', 'composer', 'disc jockey']"
Mark Ryan,30,M,6/7/1956,,/m/0ckmn6,3,Q723101,United Kingdom,"['actor', 'film actor', 'stunt performer', 'television actor']"
Rickey D'Shon Collins,30,M,6/3/1983,,/m/0c5chc,3,Q3431629,United States of America,"['actor', 'voice actor']"
Shia LaBeouf,30,M,6/11/1986,/m/041rx,/m/04w391,3,Q180942,United States of America,"['comedian', 'film director', 'voice actor', 'film actor', 'television actor', 'screenwriter', 'film producer', 'rapper', 'performance artist']"
Clarence Nash,29,M,12/7/1904,,/m/0phh6,3,Q372838,United States of America,"['comedian', 'singer', 'dub actor', 'voice actor', 'actor']"
Sara Berner,29,F,1/12/1912,,/m/03c9xhm,3,Q7421569,United States of America,"['actor', 'voice actor', 'film actor']"
Giancarlo Esposito,29,M,4/26/1958,/m/0xnvg,/m/0807ml,3,Q726142,United States of America,"['actor', 'film producer', 'television actor', 'film actor', 'film director', 'stage actor', 'voice actor']"
Jack Riley,29,M,12/30/1935,,/m/05yqj3,3,Q1512150,United States of America,"['voice actor', 'film actor', 'television actor']"
David Herman,28,M,2/20/1967,,/m/05dncj,3,Q1174721,United States of America,"['comedian', 'voice actor', 'television actor', 'film score composer']"
Katey Sagal,28,F,1/19/1954,/m/041rx,/m/01f4sz,3,Q229244,United States of America,"['actor', 'singer-songwriter', 'singer', 'composer', 'television actor', 'voice actor', 'film actor']"
Alan Young,27,M,11/19/1919,,/m/037pnm,3,Q555246,United States of America,"['actor', 'voice actor', 'comedian', 'radio personality', 'television presenter', 'film director', 'television actor']"
Scott McAfee,27,M,9/29/1981,,/m/04jcs1q,3,Q7436793,United States of America,"['actor', 'television actor', 'voice actor']"
Spike Lee,27,M,3/20/1957,/m/0x67,/m/06pjs,3,Q51566,United States of America,"['film director', 'actor', 'screenwriter', 'film producer', 'film editor', 'film actor', 'television actor', 'mascot', 'television producer']"
Whoopi Goldberg,27,F,11/13/1955,/m/041rx,/m/0fb1q,3,Q49001,United States of America,"['television actor', 'film actor', 'radio personality', 'singer-songwriter', 'singer', 'writer', 'novelist', 'voice actor', 'talk show host', 'character actor', 'stage actor', ""children's writer"", 'comedian', 'film producer', 'television presenter', 'screenwriter', 'theatrical producer', 'manufacturer', 'television producer', 'composer']"
Heather Hogan,27,F,10/10/1985,,/m/08fljt,3,Q3129082,United States of America,"['actor', 'film actor']"
Tim Robbins,27,M,10/16/1958,,/m/01nr36,3,Q95048,United States of America,"['screenwriter', 'film producer', 'film actor', 'film director', 'actor', 'musician', 'television actor', 'theatrical director']"
Candace Hutson,27,F,6/23/1981,,/m/03c10gy,3,Q2936226,United States of America,"['actor', 'voice actor']"
Richard Jenkins,27,M,5/4/1947,,/m/06lht1,3,Q313043,United States of America,"['actor', 'stage actor', 'television actor', 'film actor']"
Nikita Hopkins,26,M,8/13/1991,,/m/0275n8r,3,Q7035063,United States of America,"['actor', 'television actor', 'voice actor']"
Sarah Michelle Gellar,26,F,4/14/1977,/m/041rx,/m/06w6_,3,Q180665,United States of America,"['actor', 'television actor', 'film actor', 'film producer', 'voice actor', 'taekwondo athlete', 'organizational founder', 'writer', 'stage actor']"
Candi Milo,26,F,1/9/1966,,/m/05snhm,3,Q376126,United States of America,"['voice actor', 'singer', 'film actor']"
Arthur Q. Bryan,26,M,1899-05-08,,/m/01hkg9,3,Q2865308,United States of America,"['actor', 'dub actor', 'voice actor', 'television actor']"
Tia Carrere,25,F,1/2/1967,/m/0dv5vw,/m/0253b6,3,Q286570,United States of America,"['actor', 'singer', 'voice actor', 'television actor', 'model', 'film actor', 'film producer']"
Daveigh Chase,25,F,7/24/1990,/m/07hwkr,/m/01v3w2,3,Q237774,United States of America,"['actor', 'singer', 'voice actor', 'television actor', 'film actor']"
Bernice Hansen,24,F,1897,,/m/0gvt3j,3,Q4894287,United States of America,"['voice actor', 'actor']"
Stan Freberg,24,M,8/7/1926,,/m/01lmk9k,3,Q3288585,United States of America,"['actor', 'voice actor', 'radio personality', 'screenwriter', 'writer', 'musician', 'puppeteer']"
Bonnie Hunt,24,F,9/22/1961,,/m/015pvh,3,Q272952,United States of America,"['comedian', 'nurse', 'screenwriter', 'film producer', 'film director', 'writer', 'voice actor', 'film actor', 'television actor', 'television producer']"
Kevin McDonald,24,M,5/16/1961,,/m/035cl3,3,Q853018,Canada,"['actor', 'film actor', 'screenwriter', 'television actor', 'voice actor']"
Cheryl Chase,24,F,12/25/1958,,/m/05l2v0,3,Q523475,United States of America,['voice actor']
Jane Horrocks,24,F,1/18/1964,,/m/013zs9,3,Q237178,United Kingdom,"['voice actor', 'screenwriter', 'singer', 'stage actor', 'film actor']"
Chris Sanders,24,M,3/12/1960,,/m/06w82s,3,Q201641,United States of America,"['film director', 'screenwriter', 'animator', 'dub actor', 'character designer', 'concept artist', 'voice actor']"
Melanie Chartoff,24,F,12/15/1948,,/m/01l1t4,3,Q434254,United States of America,"['actor', 'stage actor', 'television actor', 'voice actor', 'film actor', 'inventor']"
Ashley Johnson,24,F,8/9/1983,/m/0432mrk,/m/031y7z,3,Q267359,United States of America,"['actor', 'voice actor', 'film actor', 'television actor', 'singer']"
Dan Castellaneta,24,M,10/29/1957,,/m/0glmv,3,Q44442,United States of America,"['actor', 'screenwriter', 'voice actor', 'comedian', 'television actor']"
Jason Davis,24,M,10/14/1984,,/m/0dcwjc,3,Q2507002,United States of America,"['actor', 'television actor', 'voice actor']"
Paul Frees,23,M,6/22/1920,,/m/02mv9b,3,Q3090544,United States of America,"['comedian', 'screenwriter', 'dub actor', 'film actor', 'television actor', 'voice actor', 'songwriter', 'film director']"
Michael Gough,23,M,11/23/1916,/m/0d7wh,/m/02_p8v,3,Q299302,United Kingdom,"['voice actor', 'stage actor', 'film actor', 'television actor']"
Martin Scorsese,23,M,11/17/1942,/m/0xnvg,/m/04sry,3,Q41148,United States of America,"['film producer', 'film actor', 'film director', 'screenwriter', 'film editor', 'voice actor', 'television director', 'director']"
Kevin James,23,M,4/26/1965,,/m/03xb2w,3,Q44561,United States of America,"['film producer', 'voice actor', 'screenwriter', 'film actor', 'television actor', 'actor', 'television producer']"
Clancy Brown,22,M,1/5/1959,,/m/03wy70,3,Q4488,United States of America,"['television actor', 'film actor', 'actor', 'dub actor', 'voice actor', 'manufacturer', 'film producer']"
Timothy Dalton,22,M,3/21/1944,/m/03vv99,/m/0143wl,3,Q41233,United Kingdom,"['film actor', 'stage actor', 'television actor']"
Brad Garrett,22,M,4/14/1960,/m/041rx,/m/01rcmg,3,Q331720,United States of America,"['television actor', 'film actor', 'voice actor', 'poker player', 'stage actor', 'screenwriter', 'film producer', 'actor']"
Tommy Kirk,22,M,12/10/1941,,/m/032bnr,3,Q2441024,United States of America,"['actor', 'television actor']"
Mel Gibson,22,M,1/3/1956,/m/03gskx0,/m/0c1pj,3,Q42229,United States of America,"['film producer', 'film actor', 'film director', 'writer', 'voice actor', 'screenwriter', 'television actor', 'stage actor', 'television producer']"
Audrey Wasilewski,22,F,6/26/1967,,/m/05zm1c5,3,Q4820188,United States of America,"['actor', 'singer', 'voice actor', 'comedian']"
Ossie Davis,22,M,12/18/1917,/m/0x67,/m/01vh18t,3,Q515632,United States of America,"['actor', 'film director', 'screenwriter', 'stage actor', 'television actor', 'writer', 'film actor', 'film producer', 'playwright']"
Jennifer Darling,22,F,6/19/1946,,/m/0d6y_z,3,Q328456,United States of America,"['voice actor', 'stage actor', 'television actor', 'film actor']"
Blake Clark,21,M,2/2/1946,,/m/0dk8gd,3,Q296537,United States of America,"['stand-up comedian', 'singer', 'voice actor', 'comedian', 'television actor', 'film actor', 'screenwriter', 'actor']"
Joe Pesci,21,M,2/9/1943,/m/0xnvg,/m/01pj5q,3,Q20178,United States of America,"['comedian', 'musician', 'character actor', 'singer', 'film actor', 'actor', 'television actor']"
Dabney Coleman,21,M,1/3/1932,,/m/02sb1w,3,Q446717,United States of America,"['actor', 'television actor', 'stage actor', 'film actor', 'voice actor']"
Wally Wingert,21,M,5/6/1961,/m/0ftlzz,/m/0678gl,3,Q3268367,United States of America,"['actor', 'film actor', 'voice actor']"
Nicolas Cage,21,M,1/7/1964,/m/01qhm_,/m/01vvb4m,3,Q42869,United States of America,"['actor', 'film actor', 'film director', 'film producer', 'voice actor', 'character actor', 'screenwriter', 'television producer', 'executive producer', 'television presenter']"
John Morris,21,M,10/2/1984,,/m/026jltx,3,Q3048680,United States of America,"['actor', 'dub actor', 'voice actor', 'film actor']"
Grace Stafford,21,F,11/7/1903,,/m/06kr78,3,Q3113017,United States of America,"['actor', 'voice actor', 'film actor']"
Matthew Lillard,21,M,1/24/1970,,/m/03nkts,3,Q29086,United States of America,"['television actor', 'film actor', 'actor', 'film director', 'voice actor', 'stage actor', 'film producer']"
Jim Belushi,21,M,6/15/1954,/m/0ffhz3,/m/01wyzyl,3,Q107933,United States of America,"['actor', 'television actor', 'film actor', 'singer', 'composer', 'comedian', 'voice actor', 'screenwriter', 'film producer']"
Dallas McKennon,20,M,7/19/1919,,/m/027r0_f,3,Q2544573,United States of America,"['television actor', 'actor', 'dub actor', 'voice actor', 'film actor']"
Jody McCrea,20,M,9/6/1934,,/m/0bc5xm,3,Q1691306,United States of America,"['actor', 'television actor', 'film actor', 'soldier']"
Ron Perlman,20,M,4/13/1950,/m/041rx,/m/03hhd3,3,Q220698,United States of America,"['television actor', 'film actor', 'character actor', 'dub actor', 'comedian', 'voice actor', 'screenwriter']"
Nathan Lane,20,M,2/3/1956,/m/033tf_,/m/01nxzv,3,Q491264,United States of America,"['voice actor', 'writer', 'television actor', 'stage actor', 'film actor']"
Walt Disney,20,M,12/5/1901,/m/01qhm_,/m/081nh,3,Q8704,United States of America,"['film director', 'film producer', 'animator', 'television presenter', 'voice actor', 'writer', 'manufacturer', 'painter', 'inventor', 'screenwriter', 'film actor', 'illustrator', 'caricaturist', 'director', 'actor']"
Frances McDormand,19,F,6/23/1957,,/m/01p7yb,3,Q204299,United States of America,"['film actor', 'character actor', 'stage actor', 'television actor', 'voice actor', 'actor', 'manufacturer', 'television producer']"
Michael J. Fox,19,M,6/9/1961,/m/0g8_vp,/m/0hz_1,3,Q395274,United States of America,"['television actor', 'film actor', 'actor', 'voice actor', 'autobiographer', 'blogger', 'television producer']"
Oliver Platt,19,M,1/12/1960,/m/0g8_vp,/m/02xv8m,3,Q343510,Canada,"['actor', 'character actor', 'stage actor', 'television actor', 'film actor']"
Patrick Warburton,19,M,11/14/1964,,/m/02tqkf,3,Q343564,United States of America,"['comedian', 'voice actor', 'film actor', 'television actor', 'actor']"
Tom Kane,19,M,4/15/1962,,/m/05zd_3,3,Q2305700,United States of America,"['actor', 'voice actor', 'television actor']"
