Actor_name,connectivity,actor_gender,Actor_date_of_birth,Actor_ethnicity,Freebase_actor_ID,community,Wikidata_actor_id,actor_country_of_citizenship,actor_occupation
James Russo,10,M,4/23/1953,/m/0xnvg,/m/026z004,4,Q978857,United States of America,"['actor', 'television actor', 'film actor', 'screenwriter', 'film producer']"
Emad Hamdy,10,M,11/25/1909,,/m/027fdr1,4,Q4164786,Egypt,['actor']
Richard Harris,10,M,10/1/1930,/m/03bkbh,/m/010xjr,4,Q106775,Republic of Ireland,"['actor', 'film director', 'singer', 'film producer', 'rugby union player', 'screenwriter', 'philosopher', 'singer-songwriter', 'stage actor', 'film actor', 'musician', 'director', 'recording artist']"
Tsai Chin,10,F,11/30/1936,/m/04mmhj,/m/08cc45,4,Q434790,People's Republic of China,"['actor', 'singer', 'author', 'writer', 'film actor']"
Raquel Welch,10,F,9/5/1940,/m/02wcbj_,/m/012s5j,4,Q229545,United States of America,"['television actor', 'film actor', 'singer', 'model', 'writer']"
Brad Dourif,10,M,3/18/1950,,/m/02bfmn,4,Q329734,United Kingdom,"['actor', 'character actor', 'television actor', 'film actor', 'voice actor']"
Joanna Lumley,10,F,5/1/1946,/m/0g96wd,/m/0mbhr,4,Q254886,United Kingdom,"['television actor', 'film actor', 'model', 'autobiographer', 'writer', 'stage actor', 'television presenter', 'comedian']"
Richard Murdoch,10,M,4/6/1907,,/m/0148m9,4,Q4354281,United Kingdom,"['comedian', 'actor', 'film actor']"
Naunton Wayne,10,M,6/22/1901,,/m/015ksl,4,Q530921,United Kingdom,"['actor', 'film actor', 'stage actor']"
Sy Richardson,10,M,1941,/m/0x67,/m/0415270,4,Q7659422,United States of America,"['actor', 'screenwriter']"
Peter Jones,9,M,6/12/1920,,/m/05ybf,4,Q761490,United Kingdom,"['actor', 'screenwriter', 'film actor', 'television actor']"
Robert Coote,9,M,2/4/1909,,/m/080x3z,4,Q1486368,United Kingdom,"['stage actor', 'film actor']"
Martin Landau,9,M,6/20/1928,/m/048z7l,/m/01mqnr,4,Q294641,United States of America,"['film producer', 'voice actor', 'character actor', 'film actor', 'television actor', 'stage actor']"
Bernard Miles,9,M,9/27/1907,,/m/073s36,4,Q822610,United Kingdom,"['stage actor', 'film actor', 'television actor', 'politician', 'film director']"
Sam Neill,9,M,9/14/1947,/m/02jvpv,/m/01ckhj,4,Q214309,New Zealand,"['actor', 'winegrower', 'film actor', 'television actor', 'film director']"
Jeffrey Jones,9,M,9/28/1946,,/m/02rf1y,4,Q377662,United States of America,"['stage actor', 'film actor', 'television actor', 'actor']"
Monica Bellucci,9,F,9/30/1964,/m/0222qb,/m/01pcrc,4,Q81819,Italy,"['film actor', 'model', 'voice actor']"
Athene Seyler,9,F,1889-05-31,,/m/02sqrs,4,Q2869021,United Kingdom,"['actor', 'film actor', 'stage actor']"
Flora Robson,9,F,3/28/1902,,/m/0hs7p,4,Q264004,United Kingdom,"['stage actor', 'film actor']"
Mervyn Johns,9,M,1899-02-18,,/m/0d2qb5,4,Q1922184,United Kingdom,"['actor', 'film actor', 'television actor']"
Jacqueline Bisset,9,F,9/13/1944,,/m/015010,4,Q232477,United Kingdom,"['actor', 'television actor', 'film actor', 'model']"
Margaret Nolan,9,F,10/29/1943,,/m/02nwy6,4,Q6759775,United Kingdom,"['film actor', 'model']"
Anthony LaPaglia,9,M,1/31/1959,,/m/0301bq,4,Q308124,Australia,"['association football player', 'stage actor', 'film actor', 'television actor', 'film producer', 'actor']"
Robert Loggia,9,M,1/3/1930,/m/0xnvg,/m/02sh8y,4,Q361238,United States of America,"['actor', 'television director', 'program host']"
James Villiers,9,M,9/29/1933,,/m/0brj5b,4,Q1681233,United Kingdom,"['actor', 'television actor']"
Maud Adams,9,F,2/12/1945,/m/065b6q,/m/037bkh,4,Q232429,Sweden,"['actor', 'model', 'film actor']"
Clayton Watson,9,M,3/23/1977,,/m/0g78s8,4,Q5130358,Australia,"['actor', 'television actor']"
Eddie Byrne,9,M,1/31/1911,,/m/07lf6r,4,Q1282707,Republic of Ireland,"['actor', 'film actor', 'television actor']"
Del Zamora,8,M,,,/m/02w9bmg,4,,,
Fernando Fernan Gomez,8,M,8/28/1921,/m/03ttfc,/m/05lbhv,4,Q318736,Argentina,"['film director', 'actor', 'screenwriter', 'writer', 'autobiographer', 'theatrical director', 'film actor']"
Nancy Kyes,8,F,12/19/1949,,/m/09czy9,4,Q201570,United States of America,"['stunt performer', 'actor']"
Rushdy Abaza,8,M,8/3/1926,,/m/0bjh_0,4,Q559176,Egypt,"['actor', 'singer']"
Joyce Grenfell,8,F,2/10/1910,,/m/01vr2bp,4,Q6297498,United Kingdom,"['comedian', 'singer', 'actor', 'songwriter', 'film actor', 'stage actor']"
Vincent Cassel,8,M,11/23/1966,/m/03ts0c,/m/01kmzs,4,Q193504,France,"['film actor', 'actor', 'film producer', 'film director', 'screenwriter']"
Stringer Davis,8,M,1899-06-04,,/m/06wx37,4,Q485328,United Kingdom,"['actor', 'stage actor', 'film actor', 'television actor']"
Anna Lee,8,F,1/2/1913,,/m/030kkn,4,Q460474,United Kingdom,"['actor', 'television actor', 'film actor']"
Bill Paterson,8,M,6/3/1945,/m/03lmx1,/m/05bgxg,4,Q862358,United Kingdom,"['stage actor', 'film actor', 'television actor', 'actor']"
Howard Marion-Crawford,8,M,1/17/1914,,/m/0bz2_z,4,Q5920311,United Kingdom,"['actor', 'television actor']"
Victor Mature,8,M,1/29/1913,,/m/029135,4,Q358317,United States of America,"['actor', 'stage actor', 'television actor', 'film actor']"
Stanley Baxter,7,M,5/24/1926,/m/03lmx1,/m/03_grl,4,Q1601558,United Kingdom,"['actor', 'comedian', 'author', 'writer', 'stage actor', 'screenwriter', 'television actor']"
Magda Szubanski,7,F,4/12/1956,,/m/021fg5,4,Q2482522,Australia,"['comedian', 'film actor']"
Dinah Sheridan,7,F,9/17/1920,,/m/04yq00,4,Q129258,United Kingdom,"['stage actor', 'film actor']"
Gregory Peck,7,M,4/5/1916,/m/07bch9,/m/0k9j_,4,Q108366,United States of America,"['film actor', 'character actor', 'film producer', 'stage actor', 'television actor']"
Bruce Davison,7,M,6/28/1946,,/m/02t_y3,4,Q355163,United States of America,"['film director', 'stage actor', 'film actor', 'television actor', 'film producer', 'actor']"
Hank Azaria,7,M,4/25/1964,/m/048z7l,/m/0sw6g,4,Q202056,United States of America,"['television actor', 'film actor', 'dub actor', 'stage actor', 'voice actor', 'screenwriter', 'film producer', 'film director']"
Michael Crawford,7,M,1/19/1942,/m/02w7gg,/m/01kv2d3,4,Q656035,United Kingdom,"['film actor', 'singer', 'comedian', 'stage actor', 'actor', 'television actor']"
Stanley Baker,7,M,2/28/1928,,/m/045wqf,4,Q1306352,United Kingdom,"['film producer', 'stage actor', 'film actor', 'television actor']"
Michael Wilding,7,M,7/23/1912,,/m/02h__m,4,Q1385992,United Kingdom,"['actor', 'talent agent', 'stage actor', 'film actor', 'television actor']"
Muriel Pavlow,7,F,6/27/1921,,/m/02vnpjg,4,Q275236,United Kingdom,"['actor', 'stage actor', 'film actor']"
Adrienne Barbeau,7,F,6/11/1945,/m/022fdt,/m/01z7nj,4,Q253561,United States of America,"['television actor', 'film actor', 'singer', 'stage actor', 'model', 'voice actor']"
Bruce Spence,7,M,9/17/1945,,/m/04qvbv,4,Q704314,New Zealand,"['actor', 'film actor', 'television actor', 'voice actor']"
Fenella Fielding,7,F,11/17/1927,/m/041rx,/m/02wfyc,4,Q5443308,United Kingdom,"['actor', 'film actor', 'stage actor', 'television actor']"
James Hayter,7,M,4/23/1907,,/m/03k_xc,4,Q1287856,United Kingdom,"['stage actor', 'film actor', 'television actor']"
Helen Cherry,7,F,11/24/1915,,/m/047px77,4,Q966618,United Kingdom,"['stage actor', 'film actor']"
Julia Blake,6,F,1936,,/m/0blhn8,4,Q6306213,United Kingdom,"['actor', 'film actor']"
Basil Sydney,6,M,1894-04-23,,/m/0f3l3j,4,Q459559,United Kingdom,"['stage actor', 'film actor']"
Helen Haye,6,F,1874-08-28,,/m/0d533t,4,Q1998924,United Kingdom,"['stage actor', 'film actor']"
Kate Nelligan,6,F,3/16/1951,/m/044038p,/m/05slvm,4,Q266467,Canada,"['stage actor', 'film actor', 'television actor']"
Richard Roxburgh,6,M,1/23/1962,,/m/02zl4d,4,Q361630,Australia,"['actor', 'film director', 'stage actor', 'film actor', 'television actor']"
Capucine,6,F,1/6/1928,,/m/01cthg,4,Q256466,France,"['actor', 'model', 'film actor']"
Abbie Cornish,6,F,8/7/1982,/m/0bbz66j,/m/07jznv,4,Q236097,Australia,"['actor', 'model', 'film actor']"
Chris Haywood,6,M,7/24/1948,,/m/0c3b2p,4,Q619445,United Kingdom,"['actor', 'film actor', 'television actor']"
Edward Rigby,6,M,1879-02-05,,/m/03d5450,4,Q3048659,United Kingdom,"['actor', 'theatrical director']"
Hayley Mills,6,F,4/18/1946,,/m/03d9wk,4,Q237805,United Kingdom,"['singer', 'stage actor', 'film actor', 'child actor']"
Kathleen Ryan,6,F,9/8/1922,,/m/076dp0,4,Q3194084,Republic of Ireland,['actor']
Michael Rooker,6,M,4/6/1955,,/m/02_ntx,4,Q525065,United States of America,"['actor', 'film actor', 'television actor', 'karateka', 'film producer']"
Niall MacGinnis,6,M,3/29/1913,/m/03bkbh,/m/0f3kzq,4,Q1520157,Republic of Ireland,"['physician', 'stage actor', 'film actor', 'surgeon']"
John Clayton,6,M,1940,,/m/0cb_9j,4,Q6226289,Australia,"['actor', 'television actor']"
Leslie Banks,6,M,1890-06-09,,/m/04qp1y,4,Q1820771,United Kingdom,"['stage actor', 'film actor']"
Phyllis Calvert,6,F,2/18/1915,,/m/04x_j4,4,Q275383,United Kingdom,"['actor', 'stage actor', 'film actor']"
Joyce Carey,6,F,1898-03-30,,/m/06g2zw,4,Q3951975,United Kingdom,"['actor', 'film actor', 'stage actor']"
Peter Finch,6,M,9/28/1916,,/m/016ynj,4,Q294454,United Kingdom,"['stage actor', 'film actor', 'actor']"
Harvey Fierstein,6,M,6/6/1952,/m/041rx,/m/01gbb4,4,Q446481,United States of America,"['singer', 'playwright', 'voice actor', 'writer', 'screenwriter', 'stage actor', 'film actor', 'television actor', 'actor', 'author', 'theatrical director']"
Wilfrid Brambell,6,M,3/22/1912,/m/03bkbh,/m/03lxrq,4,Q1292756,Republic of Ireland,"['stage actor', 'film actor', 'television actor', 'comedian']"
Armin Mueller-Stahl,6,M,12/17/1930,/m/013xrm,/m/02my3z,4,Q164117,Germany,"['stage actor', 'film actor', 'television actor', 'film director', 'voice actor', 'painter', 'musician', 'writer']"
Maurice Denham,6,M,12/23/1909,,/m/05ng1h,4,Q519940,United Kingdom,"['actor', 'film actor', 'television actor']"
Albert Finney,6,M,5/9/1936,/m/02w7gg,/m/0b_dy,4,Q219546,United Kingdom,"['film actor', 'film producer', 'film director', 'singer', 'stage actor', 'screenwriter', 'television director', 'television actor']"
Robin Askwith,6,M,10/12/1950,,/m/04q3yn,4,Q370869,United Kingdom,"['actor', 'television actor']"
Jerry Desmonde,6,M,7/20/1908,,/m/027y5ry,4,Q263519,United Kingdom,"['actor', 'film actor', 'stage actor', 'television actor']"
Nathaniel Lees,6,M,,,/m/0bf5f3,4,Q3790484,New Zealand,"['stage actor', 'film actor', 'television actor']"
James Fox,6,M,5/19/1939,/m/02w7gg,/m/01xsc9,4,Q310012,United Kingdom,"['actor', 'film actor', 'stage actor', 'television actor']"
Laurence Naismith,6,M,12/14/1908,/m/02w7gg,/m/049xct,4,Q1231608,United Kingdom,"['actor', 'film actor', 'television actor']"
Bernard Cribbins,6,M,12/29/1928,/m/02w7gg,/m/01q25_l,4,Q822377,United Kingdom,"['voice actor', 'stage actor', 'film actor', 'singer', 'comedian', 'television actor', 'autobiographer']"
Carole Landis,6,F,1/1/1919,,/m/02cq81,4,Q242785,United States of America,"['film actor', 'stage actor']"
Leo McKern,6,M,3/16/1920,,/m/0hyxh,4,Q1344237,Australia,"['stage actor', 'film actor', 'television actor']"
Robbie Magasiva,6,M,1972,,/m/027qdp7,4,Q635915,New Zealand,"['comedian', 'television actor', 'film actor']"
Emlyn Williams,6,M,11/26/1905,,/m/012tnf,4,Q581262,United Kingdom,"['actor', 'screenwriter', 'writer', 'stage actor', 'film actor', 'film director']"
Britt Ekland,6,F,10/6/1942,/m/06mvq,/m/022ygm,4,Q233837,Sweden,"['actor', 'writer', 'autobiographer', 'television presenter', 'model']"
Bob Monkhouse,6,M,6/1/1928,,/m/013qjp,4,Q2907778,United Kingdom,"['actor', 'comedian', 'television presenter', 'film actor', 'screenwriter', 'television actor']"
Colin Blakely,6,M,9/23/1930,,/m/0h1_56,4,Q719529,United Kingdom,"['stage actor', 'film actor', 'television actor']"
Broderick Crawford,6,M,12/9/1911,,/m/01479s,4,Q182349,United States of America,"['actor', 'stage actor', 'television actor', 'film actor']"
Bill Pullman,6,M,12/17/1953,/m/07hwkr,/m/01gy7r,4,Q315763,United States of America,"['film director', 'film producer', 'film actor', 'stage actor', 'television actor']"
Lilli Palmer,6,F,5/24/1914,/m/013xrm,/m/053t24,4,Q60953,Germany,"['writer', 'table tennis player', 'autobiographer', 'film actor', 'stage actor', 'television actor', 'voice actor']"
Claire Bloom,6,F,2/15/1931,/m/041rx,/m/03p9hl,4,Q235622,United Kingdom,"['actor', 'autobiographer', 'stage actor', 'film actor']"
Renee Houston,6,F,7/24/1902,,/m/0gwhqv,4,Q7313844,United Kingdom,"['actor', 'comedian', 'film actor', 'stage actor']"
Robert Miano,6,M,9/25/1942,,/m/0bs8mqg,4,Q7347654,United States of America,"['actor', 'television actor']"
Brenda De Banzie,6,F,7/28/1909,,/m/06z7q9,4,Q514339,United Kingdom,"['stage actor', 'film actor']"
John Noble,6,M,8/20/1948,,/m/02fgm7,4,Q312399,Australia,"['actor', 'voice actor', 'film actor', 'television actor']"
Peter Arne,6,M,9/29/1920,,/m/0byrz0,4,Q7172561,United Kingdom of Great Britain and Ireland,"['actor', 'television actor']"
Helen Mirren,6,F,7/26/1945,/m/02w7gg,/m/01hkhq,4,Q349391,United Kingdom,"['television actor', 'film actor', 'voice actor', 'stage actor', 'actor', 'film producer', 'film director']"
Maureen Delaney,6,F,1888-12-01,/m/03bkbh,/m/0cblmk9,4,Q6792666,Republic of Ireland,['actor']
Allan Cuthbertson,6,M,4/7/1920,,/m/0djmtr,4,Q2601188,Australia,"['actor', 'television actor']"
James Franciscus,6,M,1/31/1934,,/m/0bjlk0,4,Q955219,United States of America,"['actor', 'film producer', 'television actor', 'film actor', 'screenwriter']"
William Gargan,6,M,7/17/1905,,/m/04x93v,4,Q1358712,United States of America,"['actor', 'television actor', 'film actor', 'film producer']"
Norman Rossington,6,M,12/24/1928,,/m/0gxft5,4,Q552670,United Kingdom,"['stage actor', 'film actor', 'television actor']"
John Clements,6,M,4/25/1910,,/m/09_8r7,4,Q1267234,United Kingdom,"['stage actor', 'film actor', 'film director']"
Donald Faison,6,M,6/22/1974,/m/0x67,/m/03574m,4,Q314819,United States of America,"['actor', 'television actor', 'film actor', 'voice actor']"
Julie Ege,6,F,11/12/1943,,/m/0byxck,4,Q254412,Norway,"['actor', 'model', 'nurse', 'beauty pageant contestant', 'film actor']"
Joan Plowright,6,F,10/28/1929,/m/02w7gg,/m/01rnpy,4,Q230035,United Kingdom,['actor']
Eric Sykes,6,M,5/4/1923,,/m/0kq5r,4,Q457702,United Kingdom,"['screenwriter', 'television actor', 'film actor', 'film director', 'television director', 'actor', 'comedian', 'autobiographer', 'stage actor']"
Rex Harrison,6,M,3/5/1908,,/m/0p9qb,4,Q181887,United Kingdom,"['film actor', 'stage actor', 'television actor']"
Clifton James,6,M,5/29/1921,,/m/03wx8t,4,Q490347,United States of America,"['stage actor', 'film actor', 'television actor']"
Billie Whitelaw,6,F,6/6/1932,,/m/04jlgp,4,Q272613,United Kingdom,"['stage actor', 'film actor']"
Bonar Colleano,6,M,3/14/1924,,/m/0gdt6g,4,Q4941186,United Kingdom,"['actor', 'stage actor']"
Eric Pohlmann,6,M,7/18/1913,,/m/0f672t,4,Q84679,United Kingdom,"['voice actor', 'stage actor', 'film actor', 'television actor']"
Jean-Pierre Cassel,6,M,10/27/1932,,/m/08zlx1,4,Q319527,France,"['actor', 'dancer', 'stage actor', 'film actor', 'film director', 'screenwriter', 'television actor']"
Michael Medwin,6,M,7/18/1923,,/m/07kftp,4,Q1527999,United Kingdom,"['stage actor', 'film actor', 'film producer', 'television actor', 'screenwriter']"
Nancy Kelly,6,F,3/25/1921,,/m/01b1br,4,Q251634,United States of America,"['stage actor', 'film actor', 'television actor', 'model']"
Jeremy Kemp,6,M,1/3/1935,,/m/0ckpyv,4,Q965444,United Kingdom,"['film actor', 'stage actor', 'television actor']"
André Morell,6,M,8/20/1909,,/m/03k9k1,4,Q521947,United Kingdom,"['film actor', 'television actor']"
Rod Taylor,6,M,1/11/1930,/m/03gskx0,/m/01q6bg,4,Q308459,Australia,"['stage actor', 'film actor', 'screenwriter', 'film producer', 'television actor', 'actor']"
Dora Bryan,6,F,2/7/1923,,/m/04_xy1,4,Q5297392,United Kingdom,"['actor', 'film actor', 'stage actor', 'hotel manager']"
Michael Ward,6,M,4/9/1909,,/m/03cz4fh,4,Q1029016,United Kingdom,"['actor', 'film actor', 'television actor']"
Juliet Mills,5,F,11/21/1941,,/m/02y6kz,4,Q444988,United Kingdom,"['stage actor', 'television actor', 'film actor']"
Sylvia Syms,5,F,1/6/1934,,/m/04wsd1,4,Q291443,United Kingdom,"['stage actor', 'film actor', 'singer', 'director']"
Rafaela Aparicio,5,F,4/9/1906,,/m/02vlnfk,4,Q4907508,Spain,['actor']
Chips Rafferty,4,M,3/26/1909,,/m/07kzcy,4,Q1074634,Australia,"['actor', 'screenwriter', 'film producer', 'film actor']"
Ann Todd,4,F,1/24/1909,,/m/04zyfg,4,Q434324,United Kingdom,"['actor', 'film actor']"
Linda Harrison,4,F,7/26/1945,,/m/07s6_5,4,Q272445,United States of America,"['model', 'television actor', 'film actor', 'film producer']"
Tom Atkins,4,M,11/13/1935,,/m/06mdl4,4,Q1366623,United States of America,"['actor', 'television actor', 'film actor']"
Edith Evans,4,F,1888-02-08,,/m/01fwt6,4,Q236718,United Kingdom,"['stage actor', 'film actor', 'actor']"
John Bentley,4,M,12/2/1916,,/m/03d7r65,4,Q446364,United Kingdom,"['film actor', 'television actor']"
Frank Cellier,4,M,1884-02-23,,/m/04mx6jw,4,Q15452671,United Kingdom,"['actor', 'film actor', 'stage actor']"
John Gregson,4,M,3/15/1919,,/m/04v3z_,4,Q515183,United Kingdom,"['actor', 'stage actor', 'film actor', 'television actor']"
Shoukry Sarhan,4,M,1925,,/m/026qc06,4,Q4166448,Egypt,['actor']
Theresa Russell,4,F,3/20/1957,,/m/061prz,4,Q253467,United States of America,"['model', 'television actor', 'film actor']"
John Laurie,4,M,1897-03-25,,/m/057hy_,4,Q171450,United Kingdom,"['actor', 'stage actor', 'film actor', 'theatrical director', 'television actor']"
Antonio Margheriti,4,M,9/19/1930,/m/0222qb,/m/012bkl,4,Q603216,Italy,"['film director', 'screenwriter', 'film producer']"
James Booth,4,M,12/19/1927,,/m/07fhh0,4,Q323524,United Kingdom,"['actor', 'screenwriter', 'stage actor', 'film actor', 'television actor']"
Thorley Walters,4,M,5/12/1913,,/m/06lkgm,4,Q2428927,United Kingdom,"['actor', 'stage actor', 'television actor']"
Jane Lapotaire,4,F,12/26/1944,,/m/0fqtm2,4,Q445808,United Kingdom,"['author', 'writer', 'stage actor', 'film actor']"
Patrick Magee,4,M,3/31/1922,,/m/096_sn,4,Q925310,United Kingdom,"['film director', 'stage actor', 'film actor', 'television actor', 'actor']"
Anna Neagle,4,F,10/20/1904,,/m/01py4j,4,Q433044,United Kingdom,"['actor', 'singer', 'musician', 'stage actor', 'film actor']"
James Donald,4,M,5/18/1917,,/m/03w35_,4,Q151567,United Kingdom,"['stage actor', 'film actor', 'television actor']"
Warren Mitchell,4,M,1/14/1926,/m/041rx,/m/0977q,4,Q7970393,United Kingdom,"['actor', 'stage actor', 'television actor']"
Ahmed Ramzy,4,M,1930-01-01T00:00:00-04:00,,/m/02pn6m5,4,Q4115204,Egypt,"['actor', 'television actor']"
Colin Friels,4,M,9/25/1952,,/m/08_wbt,4,Q1108476,Australia,"['stage actor', 'film actor']"
Geraldine James,3,F,7/6/1950,,/m/04_51c,4,Q440926,United Kingdom,"['stage actor', 'film actor', 'actor']"
Eddie Marsan,3,M,6/23/1968,/m/02w7gg,/m/0c_gcr,4,Q45647,United Kingdom,"['actor', 'film actor', 'stage actor', 'television actor']"
Roger Ashton-Griffiths,3,M,1/19/1957,/m/0d7wh,/m/02psd2d,4,Q740202,United Kingdom,"['film director', 'screenwriter', 'opera singer', 'stage actor', 'film actor', 'television actor']"
Peter Whitford,3,,,,/m/0bxj87q,4,Q7177693,Australia,"['actor', 'television actor']"
Pamela Mason,3,F,3/10/1916,,/m/064mvm3,4,Q7129208,United States of America,"['screenwriter', 'actor', 'film actor']"
Norman Kaye,3,M,1/17/1927,,/m/0cfcb_,4,Q1670787,Australia,"['actor', 'conductor']"
Phoebe Nicholls,3,F,4/7/1957,/m/02w7gg,/m/079qsz,4,Q3381355,United Kingdom,"['actor', 'film actor']"
Jaime Pressly,3,F,7/30/1977,,/m/03c5bz,4,Q231197,United States of America,"['actor', 'model', 'television actor', 'film actor', 'film producer']"
Téa Leoni,3,F,2/25/1966,/m/0xnvg,/m/01t2sk,4,Q202475,United States of America,"['actor', 'film actor', 'television actor', 'model']"
Arthur Mullard,3,M,9/19/1910,,/m/074g0v,4,Q4799789,United Kingdom,"['comedian', 'actor', 'film actor', 'television actor']"
William Houston,3,M,7/19/1968,/m/02ctzb,/m/02w6kh9,4,Q3568711,United Kingdom,"['stage actor', 'film actor']"
Ronald Colman,3,M,1891-02-09,,/m/01201_,4,Q181786,United Kingdom,"['stage actor', 'film actor', 'screenwriter', 'television actor', 'actor']"
Glenn Shadix,3,M,4/15/1952,,/m/05cth9,4,Q720553,United States of America,"['television actor', 'film actor', 'voice actor', 'stage actor']"
John Justin,3,M,11/24/1917,,/m/043mbjt,4,Q3181847,United Kingdom,"['actor', 'stage actor', 'aircraft pilot', 'television actor', 'film actor']"
Renee Asherson,3,F,5/19/1915,,/m/0bvs9n,4,Q2012810,United Kingdom,"['actor', 'film actor']"
Eva Marie Saint,3,F,7/4/1924,,/m/01fn_2,4,Q228928,United States of America,"['television actor', 'film actor', 'stage actor', 'voice actor']"
Billy Connolly,3,M,11/24/1942,/m/02g7sp,/m/01l7qw,4,Q298838,Scotland,"['actor', 'comedian', 'banjoist', 'stand-up comedian', 'film actor', 'screenwriter', 'stage actor', 'singer', 'composer', 'guitarist', 'television actor']"
Ronald Howard,3,M,4/7/1918,,/m/0lf9j,4,Q2165643,United Kingdom,"['actor', 'stage actor', 'television actor']"
Anthony Booth,3,M,10/9/1931,,/m/033cj_,4,Q2852815,United Kingdom,"['actor', 'soldier', 'television actor']"
Martin Ferrero,3,M,9/29/1947,,/m/079wyq,4,Q718338,United States of America,"['actor', 'stage actor', 'television actor', 'film actor']"
Eddie Albert,3,M,4/22/1906,,/m/03fvqg,4,Q313046,United States of America,"['singer', 'military officer', 'beekeeper', 'stage actor', 'film actor', 'television actor', 'voice actor', 'actor', 'film producer']"
Rachel Griffiths,3,F,12/18/1968,,/m/02j9lm,4,Q181140,Australia,"['actor', 'film actor', 'film director']"
Desmond Tester,3,M,2/17/1919,,/m/03c9v_3,4,Q5264809,Australia,['actor']
Anton Diffring,3,M,10/20/1918,,/m/06v3sh,4,Q68057,Germany,"['actor', 'film actor', 'television actor']"
Ronald Lacey,3,M,9/28/1935,,/m/08j3wq,4,Q1381935,United Kingdom,"['character actor', 'stage actor', 'film actor', 'television actor', 'actor']"
Windsor Davies,3,M,8/28/1930,,/m/01q6zh,4,Q2332384,United Kingdom,"['television actor', 'actor', 'singer', 'film actor', 'stage actor', 'factory worker', 'teacher', 'comedian']"
Roy Castle,3,M,8/31/1932,,/m/01vrnjt,4,Q5684618,United Kingdom,"['comedian', 'actor', 'dancer', 'television presenter', 'film actor', 'singer', 'television actor']"
Jeremy Northam,3,M,12/1/1961,/m/02w7gg,/m/02k6rq,4,Q443961,United Kingdom,"['singer', 'stage actor', 'film actor', 'television actor']"
Grandon Rhodes,3,M,8/7/1904,,/m/09rf__4,4,Q15408068,United States of America,"['actor', 'television actor']"
Robert Lang,3,M,9/24/1934,,/m/0262zkg,4,Q7346701,United Kingdom,"['actor', 'television actor']"
Barbara Shelley,3,F,8/15/1933,,/m/06lkjp,4,Q458290,United Kingdom,"['television actor', 'film actor']"
Zelda Rae Williams,3,F,7/31/1989,,/m/0783r3,4,Q187337,United States of America,"['actor', 'voice actor', 'comedian', 'film actor', 'television actor', 'film director']"
Alison Doody,3,F,11/11/1966,,/m/038115,4,Q261193,Republic of Ireland,"['actor', 'model', 'film actor']"
Virginia North,3,F,1/1/1945,,/m/05zr3xm,4,Q7934430,United Kingdom,"['actor', 'film actor']"
Harry Secombe,3,M,9/8/1921,/m/0g96wd,/m/03n4z,4,Q762958,United Kingdom,"['comedian', 'singer', 'stage actor', 'film actor', 'television actor']"
Jack Watson,3,M,5/15/1915,,/m/0fcc2q,4,Q519904,United Kingdom,"['actor', 'film actor', 'television actor']"
Esmond Knight,3,M,5/4/1906,,/m/07hynv,4,Q462314,United Kingdom,"['stage actor', 'film actor', 'television actor']"
Celia Johnson,3,F,12/18/1908,,/m/015nd2,4,Q272075,United Kingdom,"['actor', 'stage actor', 'film actor']"
Hywel Bennett,3,M,4/8/1944,,/m/03qpwl,4,Q5962726,United Kingdom,"['actor', 'television actor']"
Stephen Campbell Moore,3,M,11/30/1979,/m/02w7gg,/m/0ksjjy,4,Q924821,United Kingdom,"['stage actor', 'film actor', 'actor', 'television actor']"
Michael Jeter,3,M,8/26/1952,/m/07hwkr,/m/01d0b1,4,Q329716,United States of America,"['actor', 'film actor', 'comedian', 'television actor', 'stage actor', 'voice actor']"
Gina Torres,3,F,4/25/1969,/m/04dbw3,/m/03h1fb,4,Q241471,United States of America,"['television actor', 'stage actor', 'film actor', 'voice actor']"
Duncan Lamont,3,M,6/17/1918,,/m/03khbz,4,Q1265420,United Kingdom,"['actor', 'film actor', 'television actor']"
Kenneth Colley,3,M,12/7/1937,,/m/04p2qf,4,Q367017,United Kingdom,"['actor', 'film actor', 'film director', 'screenwriter', 'film producer', 'television actor']"
Mahmoud el-Meliguy,3,M,12/22/1910,,/m/02pgnn_,4,Q254274,Egypt,"['actor', 'screenwriter', 'television actor', 'writer']"
Jay Laga'aia,3,M,9/10/1963,,/m/0781fc,4,Q3324210,Australia,"['actor', 'film actor', 'singer', 'television actor']"
Montgomery Clift,3,M,10/17/1920,,/m/01388c,4,Q193102,United States of America,"['stage actor', 'film actor']"
Zaki Rostom,3,M,3/5/1903,,/m/05mxcl1,4,Q4119548,Egypt,['actor']
Colin Farrell,3,M,5/31/1976,/m/06fczy,/m/01wxyx1,4,Q172035,Republic of Ireland,"['actor', 'character actor', 'film actor', 'stage actor', 'television actor']"
George Woodbridge,3,M,2/16/1907,,/m/02q_935,4,Q5546494,United Kingdom,"['actor', 'stage actor', 'television actor']"
Colin Gordon,3,M,4/27/1911,,/m/07k84c,4,Q1108465,United Kingdom,"['actor', 'film actor', 'television actor']"
Alex Winter,3,M,7/17/1965,/m/041rx,/m/04xjzx,4,Q1398367,United States of America,"['film director', 'screenwriter', 'stage actor', 'film actor', 'television actor', 'voice actor', 'film producer']"
Douglas Wilmer,3,M,1/8/1920,/m/02w7gg,/m/0ckq6w,4,Q361461,United Kingdom,"['stage actor', 'film actor', 'television actor']"
