Actor_name,connectivity,actor_gender,Actor_date_of_birth,Actor_ethnicity,Freebase_actor_ID,community,Wikidata_actor_id
Dave Goelz,74,M,1946-07-16,,/m/0534nr,11,Q2761980
Anthony Daniels,66,M,1946-02-21,,/m/02xn_q,11,Q441685
Kenny Baker,64,M,1934-08-24,,/m/0127zc,11,Q454081
William H. Macy,64,M,1950-03-13,/m/04tvpv,/m/023kzp,11,Q224159
Steve Whitmire,60,M,1959-09-24,,/m/03gsjv,11,Q34939
James Earl Jones,50,M,1931-01-17,/m/0x67,/m/0f6_x,11,Q14116
Harrison Ford,44,M,1942-07-13,/m/01qhm_,/m/0c0k1,11,Q942353
Alec Guinness,40,M,1914-04-02,,/m/0gr36,11,Q103894
Carrie Fisher,39,F,1956-10-21,/m/041rx,/m/01tnbn,11,Q108941
Peter Mayhew,39,M,1944-05-19,,/m/03y34_,11,Q37156
Kevin Heffernan,39,M,1968-05-25,,/m/05qh0j,11,Q438583
Stellan Skarsgård,38,M,1951-06-13,/m/06mvq,/m/02mkkx,11,Q208667
Philip Seymour Hoffman,38,M,1967-07-23,/m/033tf_,/m/02qgqt,11,Q180560
Steve Zahn,36,M,1967-11-13,,/m/04fhxp,11,Q491775
David Prowse,35,M,1935-07-01,,/m/03xblf,11,Q128379
Natalie Portman,34,F,1981-06-09,/m/04ydrsn,/m/09l3p,11,Q337535
Jim Henson,34,M,1936-09-24,,/m/044f7,11,Q191037
Devon Bostick,33,M,1991-11-13,/m/044038p,/m/0466jjy,11,Q552896
Jay Chandrasekhar,32,M,1968-04-09,/m/04gfy7,/m/03q054,11,Q967544
Caroll Spinney,31,M,1933-12-26,,/m/015brk,11,Q561765
Ewan McGregor,31,M,1971-03-31,/m/03lmx1,/m/0k269,11,Q49108
Richard Hunt,30,M,1951-08-16,,/m/01w1ywm,11,Q561809
Kevin Clash,30,M,1960-09-17,/m/0x67,/m/03b78r,11,Q1029467
Steve Lemme,29,M,1968-11-13,,/m/061tsc,11,Q439618
Erik Stolhanske,28,M,1968-08-23,,/m/061txy,11,Q1354149
Paul Soter,28,M,1969-08-16,,/m/061tx7,11,Q2062524
Martin P. Robinson,27,M,1954-03-09,,/m/01sjr5,11,Q2648580
Robert Capron,27,M,1998-07-10,,/m/0bhbzd3,11,Q1321271
Laine MacNeil,27,F,,,/m/0gcpk93,11,Q1800733
Ian McDiarmid,27,M,1944-08-11,,/m/03sj0m,11,Q315495
Rachael Harris,27,F,1968-01-12,,/m/0696_t,11,Q267400
Karan Brar,27,M,1999-01-18,,/m/0gcj_rz,11,Q74689
Connor Fielding,27,M,,,/m/0gdm99s,11,
Grayson Russell,27,M,1998,,/m/0bhcjsk,11,Q637063
Paul Bettany,27,M,1971-05-27,/m/02w7gg,/m/01chc7,11,Q242707
Zachary Gordon,27,M,1998-02-15,/m/041rx,/m/02q2vzj,11,Q139611
Owen Fielding,27,M,,,/m/0gdlpht,11,
Jude Law,26,M,1972-12-29,/m/02w7gg,/m/01r93l,11,Q160432
Fran Brill,26,F,1946-09-30,,/m/01hqd4,11,Q2665614
David Strathairn,25,M,1949-01-26,/m/032j30,/m/031k24,11,Q310318
David Rudman,25,M,1964-06-01,,/m/08kyst,11,Q2469960
Gwyneth Paltrow,25,F,1972-09-27,/m/041rx,/m/0bq2g,11,Q34460
John C. Reilly,25,M,1965-05-24,/m/0ffkb4,/m/02qgyv,11,Q223110
Ed Harris,25,M,1950-11-28,,/m/017149,11,Q104791
Édouard Montoute,24,M,1970-12-20,,/m/0k43nb,11,Q274398
Oliver Ford Davies,24,M,1939-08-12,/m/02w7gg,/m/08_pht,11,Q3543509
Jon Favreau,24,M,1966-10-19,/m/0222qb,/m/01twdk,11,Q295964
Robert Downey Jr.,24,M,1965-04-04,/m/041rx,/m/016z2j,11,Q2469
Ahmed Best,24,M,1973-08-19,/m/0x67,/m/01mrnp,11,Q401182
Julianne Moore,24,F,1960-12-03,/m/07bch9,/m/01kb2j,11,Q80405
Philip Baker Hall,22,M,1931-09-10,,/m/04t7ts,11,Q447669
Samy Naceri,22,M,1961-07-02,/m/03ts0c,/m/07lj7y,11,Q317286
Bernard Farcy,22,M,,,/m/0k43n4,11,Q822410
Frédéric Diefenthal,22,M,1968-07-26,,/m/03xn8w6,11,Q704828
Emma Sjöberg,22,F,1968-09-13,,/m/05ch0k,11,Q284206
James LeGros,22,M,1962-04-27,,/m/08k881,11,Q1334830
Luis Guzmán,21,M,1956-08-28,/m/0gkxl2,/m/031f1q,11,Q347395
Jeremy Bulloch,21,M,1945-02-16,,/m/04b47n,11,Q2369237
Marion Cotillard,19,F,1975-09-30,/m/03ts0c,/m/07lt7b,11,Q216
Ricky Jay,19,M,1948,/m/041rx,/m/01yb09,11,Q1516734
Udo Kier,19,M,1944-10-14,/m/013xrm,/m/07mz77,11,Q77035
Clark Gregg,19,M,1962-04-02,,/m/0c9xjl,11,Q113206
Tyler Perry,18,M,1969-09-13,/m/0x67,/m/05wm88,11,Q686301
Catherine Keener,17,F,1959-03-23,/m/03bkbh,/m/04bdxl,11,Q230378
Fozzie Bear,16,,,,/m/0gbzhsv,11,
Jean-Christophe Bouvet,16,M,1947-03-24,,/m/0gdnb8,11,Q2493753
Melora Walters,16,F,1959-10-21,,/m/084sz6,11,Q242763
John Sayles,15,M,1950-09-28,,/m/043hg,11,Q2141212
Bill Barretta,15,M,1964-06-19,,/m/0bdz80,11,Q2272355
Sam Rockwell,15,M,1968-11-05,,/m/04wp3s,11,Q316446
Rebecca Pidgeon,14,F,1965-10-10,,/m/01p18m,11,Q332428
Woody Harrelson,13,M,1961-07-23,,/m/0170s4,11,Q201279
Joe Mantegna,13,M,1947-11-13,/m/0xnvg,/m/026l37,11,Q276269
Alec Baldwin,12,M,1958-04-03,/m/09vc4s,/m/018ygt,11,Q170572
Jean-Marc Barr,12,M,1960-09-27,/m/06v41q,/m/08fyt2,11,Q624802
Kevin Corrigan,11,M,1969-03-27,/m/09v5bdn,/m/0c7lcx,11,Q1334725
Dermot Mulroney,11,M,1963-10-31,/m/033tf_,/m/074tb5,11,Q363386
Michael Rapaport,10,M,1970-03-20,,/m/05myd2,11,Q5891296
Cicely Tyson,10,F,1933-12-19,/m/0x67,/m/01gvr1,11,Q238081
Drew Barrymore,10,F,1975-02-22,/m/033tf_,/m/026c1,11,Q5608142
Lionel Mark Smith,10,M,1946-02-05,,/m/03wfknh,11,Q6555718
Paul Dooley,10,M,1928-02-22,,/m/07ddz9,11,Q708097
Billy Dee Williams,9,M,1937-04-06,/m/0x67,/m/027_sn,11,Q358345
Scott Glenn,9,M,1941-01-26,/m/033tf_,/m/04gc65,11,Q114179
Kerry Washington,9,F,1977-01-31,/m/0x67,/m/07myb2,11,Q232104
Alfred Molina,9,M,1953-05-24,/m/02w7gg,/m/02wgln,11,Q296028
Felicity Huffman,9,F,1962-12-09,,/m/03zqc1,11,Q190519
Tamela Mann,9,F,1966-06-09,/m/0x67,/m/01vt_j8,11,Q2391493
Kim Coates,9,M,1959-01-02,/m/0g8_vp,/m/029r27,11,Q1258012
Charlize Theron,9,F,1975-08-07,/m/04ggbzy,/m/01l9p,11,Q127060
Scarlett Johansson,9,F,1984-11-22,/m/013b6_,/m/02114t,11,Q34436
David Mann,8,M,1966-08-07,,/m/0fljmj,11,Q5237091
Ray Winstone,8,M,1957-02-19,/m/02w7gg,/m/02yxwd,11,Q310932
Jennifer Connelly,8,F,1970-12-12,/m/041rx,/m/0fgg4,11,Q103343
Amy Madigan,8,F,1950-09-11,,/m/05cxlb,11,Q235219
Hayden Christensen,7,M,1981-04-19,,/m/0f276,11,Q13164
Rachel Weisz,7,F,1970-03-07,/m/013b6_,/m/014x77,11,Q211509
Olivia Munn,6,F,1980-07-03,/m/017sq0,/m/0cfr_9,11,Q236475
Billy Crudup,6,M,1968-07-08,,/m/030hcs,11,Q313650
Amy Ryan,6,F,1969-11-30,/m/022dp5,/m/07d3z7,11,Q625975
Chris Hemsworth,6,M,1983-08-11,,/m/04jnqj,11,Q54314
Amy Adams,6,F,1974-08-20,/m/07hwkr,/m/0b25vg,11,Q481832
Jim Gaffigan,6,M,1966-07-07,,/m/05sg7z,11,Q2093638
Eva Mendes,6,F,1974-03-05,/m/04dbw3,/m/03_x5t,11,Q621977
Maggie Gyllenhaal,6,F,1977-11-16,/m/065b6q,/m/023mdt,11,Q202381
Joe Dallesandro,6,M,1948-12-31,,/m/04p19x,11,Q553454
Ashley Judd,6,F,1968-04-19,,/m/0btxr,11,Q228645
Jeff Goldblum,6,M,1952-10-22,/m/041rx,/m/01y_px,11,Q106706
Vincent Guastaferro,6,M,,,/m/0j_n3w,11,Q159758
Kathryn Mullen,6,F,,,/m/07gm05,11,Q6377099
Dan Hedaya,6,M,1940-07-24,/m/041rx,/m/05cl2w,11,Q724804
Tom Hiddleston,6,M,1981-02-09,,/m/03h4d3v,11,Q423169
M. C. Gainey,6,M,1948-01-18,,/m/06b3g4,11,Q722038
Hal Holbrook,6,M,1925-02-17,,/m/03k7bd,11,Q314801
"Cuba Gooding, Jr.",6,M,1968-01-02,/m/0x67,/m/014v6f,11,Q136209
Mark Wahlberg,6,M,1971-06-05,/m/065b6q,/m/0gy6z9,11,Q164119
Gordon Clapp,6,M,1948-09-24,,/m/06d8b3,11,Q127060
Kay Walsh,5,F,1911-08-27,,/m/041h4s,11,Q443284
Sadie Frost,5,F,1965-06-19,,/m/01xq8f,11,Q283703
Paul Winfield,4,M,1939-05-22,/m/0x67,/m/015qq1,11,Q344576
Ewen Bremner,4,M,1972-01-23,/m/03lmx1,/m/07cc2x,11,Q520651
Joseph Mazzello,4,M,1983-09-21,,/m/089k60,11,Q447872
Charlotte Rampling,4,F,1946-02-05,/m/02w7gg,/m/02f2p7,11,Q159758
Richard Libertini,4,M,1933-05-21,,/m/0bh6gr,11,Q1363700
Joan Greenwood,4,F,1921-03-04,,/m/012czd,11,Q446064
Vernon Vaughn,4,M,,,/m/080cvr0,11,
Kate Winslet,3,F,1975-10-05,/m/02w7gg,/m/0dvld,11,Q202765
Josh Pais,3,M,1958-06-21,/m/041rx,/m/03cy9gv,11,Q2050378
Ian Roberts,3,M,1965-07-29,,/m/06r41s,11,Q5982740
Richard T. Jones,3,M,1972-01-16,/m/0x67,/m/0bqq0k,11,Q374181
William Windom,3,M,1923-09-28,,/m/05wh02,11,Q561666
Vincent Laresca,3,M,1974-01-21,,/m/0f2gtk,11,Q1189169
David Morse,3,M,1953-10-11,,/m/06bzwt,11,Q296370
Jeremy Renner,3,M,1971-01-07,,/m/0blq0z,11,Q212704
Mila Kunis,3,F,1983-08-14,/m/09kr66,/m/023v4_,11,Q37628
E. G. Marshall,3,M,1914-06-18,,/m/03q95r,11,Q706165
Emily Blunt,3,F,1983-02-23,,/m/04205z,11,Q193517
Cassi Davis,3,F,1964-07-11,/m/0x67,/m/0fljz5,11,Q5049327
Emily Watson,3,F,1967-01-14,/m/02w7gg,/m/02l4pj,11,Q229535
Chris Cooper,3,M,1951-07-09,,/m/02s2ft,11,Q273208
Bebe Neuwirth,3,F,1958-12-31,/m/041rx,/m/01sxq9,11,Q423169
Željko Ivanek,3,M,1957-08-15,/m/04_tz7,/m/08_rjc,11,Q382197
Paul Gleason,3,M,1939-05-04,,/m/0281lp,11,Q537252
Athena Karkanis,3,F,,,/m/02x4rt3,11,Q2601064
Jena Malone,3,F,1984-11-21,,/m/01nms7,11,Q233368
Frank Wood,3,M,1960-03,,/m/02vpg2c,11,Q3082862
Peter Friedman,3,M,1949-04-24,,/m/03mgx3j,11,Q682752
Alexander Skarsgård,3,M,1976-08-25,/m/06mvq,/m/02mkjr,11,Q310637
Antoni Corone,3,M,,,/m/0520lcn,11,Q4776153
Rae Dawn Chong,3,F,1961-02-28,/m/02czfr,/m/054ngn,11,Q261547
Michael K. Williams,3,M,1966-11-22,/m/0x67,/m/0fx0mw,11,Q921518
Annabella Sciorra,3,F,1960-03-29,,/m/0338ws,11,Q231395
Clive Morton,3,M,1904-03-16,,/m/0d5368,11,Q159758
Vondie Curtis-Hall,3,M,1956-09-30,/m/0x67,/m/05yh_t,11,Q31293
Ed O'Neill,3,M,1946-04-12,,/m/039g82,11,Q16758
Jack Purvis,3,M,1937-07-13,,/m/02r3735,11,Q3157294
Jack Kehler,3,M,,,/m/06ggwc,11,Q3157229
Lamman Rucker,3,M,1971-10-06,,/m/056j2tj,11,Q5329798
Christa Campbell,3,F,1972-12-07,,/m/03mc217,11,Q452344
Chris Evans,3,M,1981-06-13,/m/033tf_,/m/058s44,11,Q178348
Paz de la Huerta,3,F,1984-09-03,,/m/026v437,11,Q272633
Stuart Townsend,3,M,1972-12-15,/m/03bkbh,/m/03v738,11,Q363525
Jennifer Beals,3,F,1963-12-19,/m/041rx,/m/01pxm_,11,Q181229
Sean Young,3,F,1959-11-20,,/m/0380zg,11,Q230736
Christopher Eccleston,3,M,1964-02-16,/m/02w7gg,/m/02cbs0,11,Q312380
Reed Diamond,3,M,1967-07-20,,/m/06swrp,11,Q977086
Stephen Dorff,3,M,1973-07-29,/m/048z7l,/m/0333wf,11,Q334195
Nikolaj Coster Waldau,3,M,1970-07-27,/m/0268_k,/m/073828,11,Q445772
Anthony Michael Hall,3,M,1968-04-14,/m/033tf_,/m/01jvs4,11,Q361215
Leslie Bibb,3,F,1973-11-17,,/m/07nd5f,11,Q239453
Robert Guillaume,3,M,1927-11-30,/m/0x67,/m/02xwq9,11,Q465442
Ian McShane,3,M,1942-09-29,,/m/02zfdp,11,Q234141
Pat Roach,3,M,1937-05-19,/m/0g96wd,/m/036m4c,11,Q747891
Darrell Larson,3,M,1950-12-13,,/m/0bnpd3z,11,Q5224665
Lynda Carter,3,F,1951-07-24,/m/01g7zj,/m/032kt3,11,Q242903
Nigel Stock,3,M,1919-09-21,,/m/07df7t,11,Q440369
Ray Stevenson,3,M,1964-05-25,/m/0d7wh,/m/08996y,11,Q372947
Ashton Kutcher,3,M,1978-02-07,/m/033tf_,/m/01p4vl,11,Q164782
Sylvia Miles,3,F,1932-09-09,,/m/07b4s0,11,Q483938
Latanya Richardson,3,F,1949-10-21,/m/0x67,/m/03m86c,11,Q441634
Maggie Renzi,3,F,,,/m/0k03wb,11,Q16150134
Sofia Helin,3,F,1972-04-25,,/m/027t6z1,11,Q272545
Judy Greer,3,F,1975-07-20,,/m/08cn4_,11,Q236189
Fyvush Finkel,3,M,1922-10-09,,/m/050t68,11,Q1277484
Jimmy Smits,3,M,1955-07-09,/m/0gkxl2,/m/022yb4,11,Q73416
Valerie Hobson,3,F,1917-04-14,,/m/015qlm,11,Q437157
Michael Ealy,3,M,1973-08-03,/m/0x67,/m/05525t,11,Q786003
Jagathi Sreekumar,902,M,1951-01-05,,/m/048svj,12,Q6122250
Mohanlal,826,M,1960-05-21,/m/0dryh9k,/m/02fbpz,12,Q2050534
Mammootty,776,M,1951-09-07,/m/04mvp8,/m/02hkv5,12,Q2721855
Nedumudi Venu,598,M,1948-05-22,/m/04mvp8,/m/02hkw6,12,Q12072044
Thilakan,489,M,1935-12-10,/m/0dryh9k,/m/02hkvw,12,Q3520698
Innocent Vincent,452,M,1948-02-28,/m/04mvp8,/m/09dv49,12,Q6035995
Salim Kumar,392,M,1968-06-10,/m/0dryh9k,/m/0288crq,12,Q7404571
Suresh Gopi,388,M,1959-06-26,/m/046cwm,/m/05j12n,12,Q3530125
Jayaram,348,M,1965-12-10,,/m/075p0r,12,Q3522919
Siddique,337,M,1964,/m/0dryh9k,/m/02r99xw,12,Q283512
Mukesh,335,M,1960-10-21,/m/048sp5,/m/0bwqq2,12,Q277422
Sreenivasan,307,M,1956-04-06,/m/046cwm,/m/05gc0h,12,Q7585727
Sukumari,287,F,1940-10-06,/m/0dryh9k,/m/0fy2s1,12,Q3530068
Dileep,278,M,1968-10-27,/m/0dryh9k,/m/04m_kpx,12,Q5276736
Jagadish,268,M,1958-06-12,,/m/026xrvd,12,Q6122089
K.P.A.C. Lalitha,251,F,1950-02-25,,/m/03gvb83,12,Q6323697
Saikumar,246,M,1963-05-19,/m/04mvp8,/m/02pp77c,12,Q3530961
Manianpilla Raju,239,M,1955,/m/0dryh9k,/m/047twb3,12,Q6750290
Cochin Haneefa,232,M,1951-04-22,/m/0dryh9k,/m/0f2c8g,12,Q2460693
Biju Menon,219,M,1970-09-09,,/m/0g9d5d,12,Q4907283
Prithviraj Sukumaran,217,M,1982-10-16,/m/0dryh9k,/m/0cqcgj,12,Q3595178
Jayasurya,216,M,1978-08-31,,/m/0d_7dt,12,Q6167686
Murali,211,M,1954-05-25,/m/04mvp8,/m/02qy3py,12,Q1990143
Kalabhavan Mani,190,M,1971-01-01,,/m/0g6m_k,12,Q5957703
Janardhanan,177,M,1946,,/m/09v4c6p,12,Q6150807
Suraj Venjaramood,165,M,1976-09-17,,/m/06zljgt,12,Q13564588
Indrans,152,M,,/m/04mvp8,/m/043pdp7,12,Q6026949
Kavya Madhavan,149,F,1984-09-19,/m/071drf,/m/041x3p,12,Q3595617
Vijayaraghavan,148,M,,,/m/04mz092,12,Q7929297
Rajan P. Dev,141,M,1951-05-29,/m/0dryh9k,/m/027kf24,12,Q2210343
Oduvil Unnikrishnan,140,M,1944-02-13,/m/04mvp8,/m/0fy36n,12,Q7078380
M. G. Soman,139,M,1941-09-24,,/m/07l4md,12,Q6712604
Mamukkoya,136,M,1946-07-05,/m/04mvp8,/m/02885zc,12,Q13099213
Kaviyoor Ponnamma,136,F,1939-09-10,,/m/0cbnpp,12,Q3595751
Lalu Alex,136,M,1953-03-26,/m/04mvp8,/m/06zj_ms,12,Q6480614
Urvashi,135,F,1967-01-25,,/m/0gdhty,12,Q277992
Kunchacko Boban,117,M,1976-11-02,,/m/0d_9jh,12,Q6444213
Adoor Bhasi,112,M,1927-03-02,,/m/02qfs7p,12,Q3595596
Bhavana Menon,111,F,1986-06-06,,/m/08k_ts,12,Q278015
Lizy,109,F,,,/m/06zp8lh,12,Q6660659
Shobana,109,F,1970-03-21,,/m/03c54v,12,Q3519611
Manoj K. Jayan,108,M,1966-07-26,/m/048sp5,/m/0g9dqx,12,Q6751173
Prem Nazir,107,M,1926-04-07,,/m/02mbjf,12,Q2735277
Sankaradi,106,M,1924,,/m/051v__g,12,Q7418644
Samvrutha Sunil,106,F,1986-10-31,/m/04mvp8,/m/0g8gg6,12,Q3595584
Indrajith,104,M,1980-12-17,,/m/0gvbc_,12,Q277725
Narendra prasad,100,M,1946-12-26,,/m/0g0rp8,12,Q6965794
Devan,98,M,,/m/0dryh9k,/m/0cnxgv3,12,Q256155
Parvathy Jayaram,97,F,1970-04-07,,/m/0cv7_0,12,Q277327
Navya Nair,97,F,1985-10-14,/m/0dryh9k,/m/053xk1,12,Q3595208
Rahman,96,M,1967-05-23,/m/0dryh9k,/m/025y5tc,12,Q278006
Geetha,91,F,1962-07-14,/m/0dryh9k,/m/0g2666,12,Q277336
Kuthiravattam Pappu,87,M,1936,,/m/02885dh,12,Q6448440
Ashokan,86,M,,,/m/0bh85l4,12,Q277300
Thikkurissy Sukumaran Nair,85,M,1916-10-16,,/m/03d4f8z,12,Q7784157
Harisree Ashokan,81,M,1964-12-28,,/m/0f_l16,12,Q5657975
Madhu,80,M,1933-09-23,,/m/08_m50,12,Q277417
Seema,72,F,1957-05-22,/m/0dryh9k,/m/026xr4r,12,Q7445860
Lal,67,M,1958-12-02,/m/0dryh9k,/m/03c_pqj,12,Q6480008
Kalpana,64,F,1965-06-05,/m/0dryh9k,/m/03hhycl,12,Q6354355
Padmapriya Janakiraman,63,F,1980-02-28,/m/01rv7x,/m/0cb1h4,12,Q3530955
Sukumaran,61,M,1945-03-18,,/m/07l4hv,12,Q7635921
Menaka,56,F,,,/m/05m_1nb,12,Q3595489
Jayabharathi,55,F,1953,,/m/05f7x67,12,Q6167450
Shankar,54,M,1960-06-22,,/m/02qrfmd,12,Q277729
Bharath Gopi,54,M,1937-11-08,,/m/0drvhb,12,Q1537786
Shweta Menon,53,F,1974-04-10,/m/0dryh9k,/m/02pk1p8,12,Q3595148
Balan K. Nair,52,M,1933-04-04,,/m/02rrr2,12,Q4849932
Sudheesh,52,M,1975,,/m/0g542xf,12,Q3595552
Sheela,50,F,1949-03-24,/m/0dryh9k,/m/027n__f,12,Q539237
Jaffer Idukki,49,M,,/m/0dryh9k,/m/0gcx8vh,12,
Raghu,48,M,1953-10-06,/m/04mvp8,/m/047f71z,12,Q4901638
Vineeth,47,M,1969-08-23,,/m/0h2k1w,12,Q277292
Ramu,47,M,,,/m/0gc4ppt,12,Q16201894
Shivaji Guruvayoor,46,M,,,/m/0gc8_0j,12,Q7499279
Captain Raju,46,M,,,/m/03h2shl,12,Q5036783
Gopika,45,F,1985-02-01,/m/04mvp8,/m/0fzvv6,12,Q3534464
Meera Jasmine,43,F,1982-02-15,/m/0dryh9k,/m/05qtrd,12,Q3519669
K. P. Ummer,41,M,1930-10-11,,/m/047b9pc,12,Q6323764
Philomina,39,F,1926,,/m/05myqkn,12,Q277313
Balachandran Chullikadu,37,M,1957-07-30,/m/0dryh9k,/m/0gc8679,12,Q4849743
Ratheesh,37,M,1946-07-15,,/m/03b_0nt,12,Q7295627
Lakshmi Rai,35,F,1989-05-05,/m/074w_m,/m/02pnknk,12,Q3520472
Babu Antony,34,M,1966-02-22,/m/04mvp8,/m/02r2xrt,12,Q3595252
Bahadur,34,M,1930,,/m/02qftvr,12,Q4842234
Sathyaneshan Nadar,32,M,1912-11-09,,/m/027n_w_,12,Q7426186
Sharada Urvashi,32,F,1945-06-12,/m/09m6hr,/m/027qftc,12,Q3595189
Sindhu Menon,30,F,1985-06-17,/m/04mvp8,/m/064nrky,12,Q702788
Bindu Panicker,28,F,,,/m/09ggh1v,12,Q4914057
Sreenath,28,M,1956-08-26,/m/04mvp8,/m/0br_twh,12,Q7585722
Manju Warrier,27,F,1978-11-01,,/m/08pcth,12,Q6750439
Poornima Jayaram,25,F,1965-11-02,,/m/04jkysx,12,Q7228870
Vineeth Kumar,24,M,,,/m/0jt5k0,12,Q16832545
Madhu Warrier,24,M,,,/m/0gc63hz,12,Q6727434
Radhika,24,F,,,/m/0j_jr96,12,Q241732
N. F. Varghese,24,M,1949,,/m/04n4yc3,12,Q6951640
Manikuttan,22,M,,/m/0dryh9k,/m/0dw23r,12,Q13113818
Ann Augustine,21,F,1988-07-30,,/m/0ch17w4,12,Q4766243
Lakshmi Gopalaswamy,20,F,1970-11-07,,/m/05mwlq4,12,Q13114429
Mala Aravindan,19,M,,,/m/0gqshm,12,Q6740679
Babu Nampoothiri,19,M,,,/m/0bgbwm1,12,Q14728036
Sumalatha,19,F,1963-08-27,/m/0dryh9k,/m/02r5pn4,12,Q1749549
Dhanya Mary Varghese,18,F,1985-09-17,/m/04mvp8,/m/09gnmmv,12,Q3595488
Jyothirmayi Nishanth,17,F,,/m/0dryh9k,/m/0fttr7,12,Q6319394
Prathapachandran,17,M,1941,,/m/04j9hzc,12,Q7238653
Rekha,16,F,1969,/m/0dryh9k,/m/02vlwk6,12,Q3595266
Vani Viswanath,16,F,1968-07-10,,/m/09g6nzh,12,Q7914889
Anoop Menon,16,M,,/m/0dryh9k,/m/05f756d,12,Q4770059
Mohini,15,F,,,/m/05sxwnm,12,Q14346846
T.G. Ravi,15,M,1944-05-16,,/m/05h4ynt,12,Q12066944
Innocent,15,,,,/m/02plft,12,Q7329264
Jagannatha Varma,14,M,,,/m/09gdb1m,12,Q5248875
Nithya Menon,14,F,1988-10-21,,/m/09gbztk,12,Q6435847
Bhama,14,F,1988-05-23,/m/0dryh9k,/m/03d59x9,12,Q4900935
Remya Nabeeshan,14,F,1985-01-01,,/m/02w1tqn,12,Q1749451
Shanthi Krishna,14,F,1964-01-02,,/m/05t0fwn,12,Q7489057
Roma,14,F,1984-08-25,,/m/03ckwtk,12,Q7361477
Kalabhavan Prachod,14,M,,,/m/0gc0g9n,12,Q231156
Karamana Janardanan Nair,13,M,1936,,/m/07s81xb,12,Q6368281
Nadhiya,13,F,,/m/0dryh9k,/m/04f5gfv,12,Q3530988
Meera Nandan,13,F,1990-11-26,,/m/03d14g8,12,Q6807672
Asif Ali,13,M,1986-02-04,,/m/0bmjp9r,12,Q4806897
Samyuktha Varma,13,F,1982-11,,/m/05vvl1,12,Q3595290
Aishwarya,13,F,1971,/m/0dryh9k,/m/0bhb7fs,12,Q68459
Shalini Kumar,12,F,1980-11-20,/m/0dryh9k,/m/08jn6t,12,Q277671
Baburaj,11,M,,,/m/0bmfqf8,12,Q4838101
Sai Kumar,11,M,1960-07-27,/m/0dryh9k,/m/03d4j05,12,Q7399797
Ranjini,11,F,1970,,/m/0dgn58t,12,Q7293140
Kanaka,9,F,1968-06-30,,/m/02pxghj,12,Q6360359
Balachandra Menon,9,M,1954-01-11,,/m/0515p2,12,Q4849740
Narain,9,M,1984-10-07,,/m/0gsr6_,12,Q3533784
Kanika Subramaniam,9,F,1982-07-03,,/m/0bcf4p,12,Q3523189
Kottarakkara Sreedharan Nair,9,M,1922,,/m/02r8psf,12,Q6434301
Mithra Kurian,9,F,1989-05-15,,/m/0bh9625,12,Q6881653
Jalaja,8,,,,/m/0ddgv5x,12,Q13112148
Sithara,7,F,,,/m/051_wmd,12,Q7531844
Jose Prakash,7,M,1925-04-14,,/m/0g9yb3f,12,Q6279523
Sukanya,7,F,,,/m/0dcgc3,12,Q3595561
Geetu Mohandas,7,F,1981,/m/04mvp8,/m/0h54_3,12,Q1106
Ravindran,7,M,,/m/0dryh9k,/m/0gcbdlk,12,Q7296358
Sona Nair,6,F,,,/m/0czf842,12,Q7560721
Zainuddin,6,M,1952-05-12,,/m/03d2czr,12,Q8064864
Vinaya Prasad,6,F,,,/m/09vr3_,12,Q3595283
Ganesh Kumar,6,M,1966-05-25,,/m/0cs_mcb,12,
Madhupal,6,M,,/m/0dryh9k,/m/0gxqr1,12,Q6727497
Venu Nagavalli,5,M,1949-04-16,,/m/06zpdp6,12,Q7920468
Karthika,5,F,,,/m/02w00vv,12,Q277331
Nikita Thukral,4,F,1981-07-06,,/m/04n6dq5,12,Q7035116
Paravoor Bharathan,4,M,,,/m/0cp09hg,12,Q7136284
Azeez,4,,,,/m/0k0hnz,12,Q5713186
Santha Devi,3,F,1927,,/m/0crh2wz,12,Q3595224
Bala,3,M,,,/m/0464gl1,12,Q4849657
Meera Vasudevan,3,F,1982-01-29,/m/01rv7x,/m/09g9vpq,12,Q6807675
Nellikode Bhaskaran,3,M,,,/m/0fqlpfh,12,Q6990170
P. J. Antony,3,M,1925-01-01,,/m/03d5tgk,12,Q7117276
Thara Kalyan,3,F,,,/m/0gc4z6g,12,Q18389033
Bhanu,3,F,1990,/m/0dryh9k,/m/027r3yk,12,Q6933620
Mallika Kapoor,3,F,1985-04-25,,/m/0dcvkv,12,Q6744184
Undapakru,3,M,1974,,/m/03h0bdk,12,Q5616586
Bobby Kottarakkara,3,M,1945-03-11,,/m/05ms845,12,Q4935264
Suresh Krishna,3,M,1973-04-05,,/m/0fph9sg,12,Q7645754
Vineeth Sreenivasan,3,M,1982,,/m/07t38w,12,Q2051781
Kunchan,3,M,,,/m/0g9h6y9,12,Q6444215
Prem Kumar,3,M,,,/m/028bxp_,12,Q7240144
Shruthi Lakshmi,3,F,,,/m/0gb_wfk,12,Q7586582
Ganesh Venkatraman,3,M,1980-03-20,,/m/052zxgr,12,Q1007993
Baiju,3,,,,/m/0gblz7l,12,
Kukku Parameshwaram,3,F,,,/m/0k7mxc,12,Q1810439
Resmi Boban,3,F,,,/m/0gby2tl,12,
Shamili,3,F,1987-07-10,/m/0dryh9k,/m/04ljrg9,12,Q1749475
Hakim,3,M,,,/m/0gky2mr,12,Q5640490
