Actor_name,connectivity,actor_gender,Actor_date_of_birth,Actor_ethnicity,Freebase_actor_ID,community,Wikidata_actor_id
Rupert Davies,3,M,1916-05-22,,/m/0cbmt0,4,Q1357189
Conchata Ferrell,3,F,1943-03-28,,/m/09fjmd,4,Q232304
Kynaston Reeves,3,M,1893-05-29,,/m/03h623f,4,Q3200960
Gabriel Mann,3,M,1972-05-14,,/m/0dw99y,4,Q973456
Geena Davis,3,F,1956-01-21,,/m/01fwk3,4,Q280098
Jenny Agutter,3,F,1952-12-20,,/m/01pcql,4,Q234883
Deryck Guyler,3,M,1914-04-29,,/m/013t2l,4,Q925756
Gibb McLaughlin,3,M,1884-07-19,,/m/03d2_v7,4,Q5558680
Terry O'Neill,3,M,1948-02-27,,/m/0fr15f,4,Q3518917
Harris Yulin,3,M,1937-11-05,,/m/06w7z5,4,Q1346123
Gretchen Mol,3,F,1972-11-08,,/m/02l6dy,4,Q255268
Brian Cox,3,M,1946-06-01,/m/02g7sp,/m/02xs5v,4,Q34975
Bill Cobbs,3,M,1934-06-16,/m/0x67,/m/06chtx,4,Q862028
Ron Moody,3,M,1924-01-08,/m/041rx,/m/015gx1,4,Q366910
Michael Dorman,3,M,1981-04-26,,/m/0bwm5_n,4,Q3308158
Dan O'Herlihy,3,M,1919-05-01,/m/03bkbh,/m/015d2r,4,Q437944
Kenneth Haigh,3,M,1931-03-25,,/m/0h2fc_,4,Q15463577
Ray Meagher,3,M,1944-07-04,,/m/03n6nb,4,Q2095407
Bill Fraser,3,M,1908-06-05,,/m/0750jn,4,Q15072789
John Warwick,3,M,1905-01-04,,/m/0bh9gnm,4,Q87688
Siân Phillips,3,F,1933-05-14,/m/06gbnc,/m/016gj9,4,Q237778
Cyril Raymond,3,M,1899-02-13,,/m/026q8v1,4,Q5200851
Seraj Munir,3,M,1901,,/m/05b31qx,4,Q1411670
Olive Sloane,3,F,1896-12-16,,/m/0bnp410,4,Q7087198
Susan Barnes,3,F,,,/m/021lqk7,4,
Ian Bannen,3,M,1928-06-29,,/m/049t4g,4,Q499097
Mary Jerrold,3,F,1877-12-04,,/m/0dgrhz5,4,Q6779921
Dawn Addams,3,F,1930-09-21,,/m/08dt95,4,Q469086
Nancy Stephens,3,F,1949-07-02,,/m/09d8dm,4,Q6963012
Ron Falk,3,M,1935-08-23,,/m/0bvd6v5,4,Q55762461
Erwin Geschonneck,3,M,1906-12-27,,/m/02qyp1n,4,Q215582
Debi Mazar,3,F,1964-08-13,/m/048z7l,/m/0mj1l,4,Q238671
Michael Jayston,3,M,1935-10-29,,/m/05nd5p,4,Q512059
Honor Blackman,3,F,1925-08-22,/m/02w7gg,/m/02htfz,4,Q232840
Gert Fröbe,3,M,1913-02-25,,/m/01tj5w,4,Q76943
Naomie Harris,3,F,1976-09-06,/m/02w7gg,/m/020c55,4,Q156586
Lisa Jakub,3,F,1978-12-27,/m/0g8_vp,/m/059w4s,4,Q7646899
Mary Clare,3,F,1892-07-17,,/m/0263m22,4,Q3296162
Peter van Eyck,3,M,1911-07-16,/m/01qhm_,/m/027pq1z,4,Q66418
Joss Ambler,3,M,1900-06-23,,/m/0bmh2xj,4,Q6291038
Jean Kent,3,F,1921-06-29,,/m/0gdqnf,4,Q6170945
Paul Lukas,3,M,1891-05-26,/m/041rx,/m/012j9q,4,Q182057
Albert Lieven,3,M,1906-06-22,,/m/02w01x5,4,Q101884
Tom Budge,3,M,1982-03-15,,/m/07khz75,4,Q7815122
Sofía Vergara,3,F,1972-07-10,/m/026kx7g,/m/05wty0,4,Q231911
Sydney Tafler,3,M,1916-07-31,,/m/02qjygb,4,Q2373778
Sophie Stewart,3,F,1908-03-05,/m/03lmx1,/m/05myc_k,4,Q7563070
Ian Hendry,3,M,1931-01-13,,/m/093hly,4,Q1287512
George Thorpe,3,M,,,/m/075smyb,4,
Georgina Hale,3,F,1943-08-04,,/m/05q6zs,4,Q5548249
Frederick Piper,3,M,1902-09-23,,/m/0cmb_vb,4,Q5498555
Carol Hawkins,3,F,1949-01-31,,/m/0c057h,4,Q5044363
Aden Young,3,M,1972,,/m/047nz1w,4,Q4682184
Alfie Bass,3,M,1916-04-10,/m/041rx,/m/04vf83,4,Q1234706
Kenneth Griffith,3,M,1921-10-12,,/m/06my04,4,Q676629
D. A. Clarke-Smith,3,M,1888-08-02,,/m/0cc5kt0,4,Q5203467
Valerie Leon,3,F,1943-11-12,,/m/07s_tj,4,Q1391469
Bruno Kirby,3,M,1949-04-28,,/m/0808c5,4,Q517379
Yvonne Mitchell,3,F,1915-07-07,,/m/03mh0b,4,Q508329
Bojana Novakovic,3,F,1981-11-17,/m/04kbvpz,/m/02v_6qy,4,Q457905
Liza Minnelli,3,F,1946-03-12,,/m/0g476,4,Q14441
Ana Torrent,3,F,1966-07-12,,/m/0cspqw,4,Q457457
Steven Vidler,3,M,1960,,/m/09rvgz1,4,Q7615350
John Jarratt,3,M,1951-08-05,,/m/0847t1,4,Q592869
Kenneth Cope,3,M,1931-04-14,,/m/03slgw,4,Q1738852
Sean Pertwee,3,M,1964-06-04,,/m/01xq7p,4,Q1377608
John Stratton,3,M,1925-11-07,,/m/0cl2fr,4,Q6259399
Kamal al-Shennawi,3,M,1921-12-26,,/m/027y1zx,4,Q4165430
Kelsey Grammer,3,M,1955-02-21,,/m/04cl1,4,Q196560
Leslie Dwyer,3,M,1906-08-28,,/m/073g89,4,Q3173808
Sally Ann Howes,3,F,1930-07-20,,/m/061153,4,Q77420845
Peggy Mount,3,F,1915-05-02,,/m/079drj,4,Q3898783
Vincent Ball,3,M,1923-12-04,,/m/0c6bdl,4,Q7931660
Eddie Izzard,3,M,1962-02-07,/m/0d7wh,/m/0126rp,4,Q254022
Mark Burns,3,M,1936-03-30,,/m/0809gxv,4,Q736672
Claire Forlani,3,F,1972-07-01,/m/0gf5k1,/m/01x72k,4,Q40228
Yvonne Owen,3,F,,,/m/0k0q45,4,Q8062495
Sam Bottoms,3,M,1955-10-17,,/m/08679c,4,Q1374559
Michael Ripper,3,M,1913-01-27,,/m/0bwd6c,4,Q13360334
Laurence Harvey,3,M,1928-10-01,/m/041rx,/m/015dlv,4,Q374045
Thora Hird,3,F,1911-05-28,/m/0g96wd,/m/0mhzd,4,Q4347204
Paul Scofield,3,M,1922-01-21,,/m/0ht9x,4,Q790
Grégoire Aslan,3,M,1908-03-28,,/m/025z0fl,4,Q1551529
Tony Llewellyn-Jones,3,M,1949,,/m/0gc1dyc,4,Q16611036
Jonathan Cecil,3,M,1939-02-22,,/m/09v7ngg,4,Q1250868
Thomas Heathcote,3,M,1917-09-09,,/m/026q71b,4,Q7790555
Norman Bird,3,M,1920-10-30,,/m/0f_wwf,4,Q117892
George Baker,3,M,1931-04-01,,/m/01_gty,4,Q1506941
Norman Wooland,3,M,1910-03-16,,/m/0f3l5m,4,Q61787868
Tony Goldwyn,3,M,1960-05-20,,/m/042z_g,4,Q224754
Michael Brennan,3,M,1912-09-25,,/m/027fty2,4,Q1927055
Joseph Wiseman,3,M,1918-05-15,,/m/02_q_m,4,Q11573
Bill Graham,3,M,1931-01-08,/m/041rx,/m/031mly,4,Q862152
Vivien Leigh,3,F,1913-11-05,,/m/0812r,4,Q129429
Guy Pearce,3,M,1967-10-05,/m/03cbkrf,/m/0184jc,4,Q223745
Aaron Stanford,3,M,1976-12-27,,/m/05b3lc,4,Q302786
Michael Coles,3,M,1936-08-12,,/m/05nyj9c,4,Q27922509
Greta Scacchi,3,F,1960-02-18,/m/08v2k7,/m/03crmd,4,Q235351
Edward Albert,3,M,1951-02-20,,/m/05kp08,4,Q949337
Francis Matthews,3,M,1927-09-02,,/m/0dk2gr,4,Q563636
Betty McDowall,3,F,1933,,/m/0k74s9,4,Q4898919
Richard Wordsworth,3,M,1915-01-19,,/m/0h74dy,4,Q7330091
Janette Scott,3,F,1938-12-14,/m/0g96wd,/m/04yptr,4,Q462335
Jimmy Edwards,3,M,1920-03-23,,/m/0586lk,4,Q6200068
Peter Bull,3,M,1912-03-21,,/m/0f7glr,4,Q1712232
Linda Hayden,3,F,1953-01-19,,/m/07l_8f,4,Q1825857
Joan Hickson,3,F,1906-08-05,,/m/02trr_,4,Q335181
Christine Lahti,3,F,1950-04-04,/m/03pqwy,/m/030b93,4,Q232941
Lee Remick,3,F,1935-12-14,,/m/018v_q,4,Q230011
Eleanor Bron,3,F,1938-03-14,/m/041rx,/m/0d8vk,4,Q468811
Derek Bond,3,M,1920-01-26,,/m/0ksxpx,4,Q5261820
Nigel Havers,3,M,1951-11-06,,/m/01w8jm,4,Q466361
David Fane,3,M,1966,/m/0404kdr,/m/04gq7vn,4,Q5233538
Peter Gerety,3,M,1940-05-17,,/m/07t2tm,4,Q923485
Jed Brophy,3,M,1963,,/m/0263jvj,4,Q925680
Michelle Pfeiffer,3,F,1958-04-29,/m/065b6q,/m/0gx_p,4,Q7045154
Lionel Murton,3,M,1915-06-02,,/m/0289v04,4,Q6555732
Andrew Ray,3,M,1939-05-31,,/m/09d2bq,4,Q2846715
Jamie Bell,3,M,1986-03-14,/m/02w7gg,/m/04g81j,4,Q28103237
Shuler Hensley,3,M,1967-03-06,,/m/05cw7r,4,Q4497257
Maurice Evans,3,M,1901-06-03,,/m/03bvgc,4,Q1233590
Lawrence Makoare,3,M,1968-03-20,/m/05748,/m/05q1gn,4,Q737607
River Phoenix,3,M,1970-08-23,/m/041rx,/m/015076,4,Q81652151
Vanda Godsell,3,F,1922-11-17,,/m/02qtr4d,4,Q7914292
Eileen Herlie,3,F,1918-03-08,,/m/05yyyz,4,Q5349381
Alan Dobie,3,M,1932-06-02,,/m/02wvxvl,4,Q4706518
Ian Richardson,3,M,1934-04-07,/m/03lmx1,/m/03v1sp,4,Q363691
Sybil Danning,3,F,1952-05-24,/m/02ctzb,/m/074r2y,4,Q89554
David Hedison,3,M,1927-05-20,,/m/0346xp,4,Q72262
Matt Damon,91,M,1970-10-08,/m/0cnvdq1,/m/0169dl,5,Q175535
Danny Trejo,88,M,1944-05-16,/m/01g7zj,/m/01xllf,5,Q223830
Cheech Marin,80,M,1946-07-13,/m/025rpb0,/m/029k55,5,Q73007
Kevin Smith,76,M,1963-03-16,,/m/0k1qm,5,Q381963
Jason Mewes,72,M,1974-06-12,/m/022dp5,/m/02q7z2,5,Q316627
Ben Affleck,72,M,1972-08-15,/m/07bch9,/m/0151w_,5,Q483118
Jason Lee,72,M,1970-04-25,,/m/034np8,5,Q4960
George Clooney,57,M,1961-05-06,/m/033tf_,/m/014zcr,5,Q23844
Michael Winslow,56,M,1958-09-06,/m/0x67,/m/05xc43,5,Q522533
George Gaynes,56,M,1917-05-16,/m/0318mh,/m/03d4hz,5,Q279225
David Graf,56,M,1950-04-16,,/m/03lz67,5,Q445253
Brian O'Halloran,53,M,1969-12-20,,/m/063r24,5,Q723672
Bubba Smith,52,M,1945-02-28,/m/0x67,/m/04174b,5,Q318938
Leslie Easterbrook,50,F,1949-07-29,/m/02ctzb,/m/046k2j,5,Q265333
Ice Cube,48,M,1969-06-15,/m/0x67,/m/01vw26l,5,Q173637
Andy García,46,M,1956-04-12,/m/025rpb0,/m/01yhd1,5,Q189415
Bernie Mac,46,M,1957-10-05,/m/0x67,/m/02lj6p,5,Q176323
Brad Pitt,43,M,1963-12-18,,/m/0c6qh,5,Q2831
Antonio Banderas,43,M,1960-08-10,,/m/0436kgz,5,Q41548
Casey Affleck,42,M,1975-08-12,/m/03bkbh,/m/032_jg,5,Q270730
Marion Ramsey,42,F,1947-05-10,,/m/0g28w1,5,Q444284
Scott Caan,41,M,1976-08-23,/m/013xrm,/m/03_dxb,5,Q314673
Steve Guttenberg,40,M,1958-08-24,/m/048z7l,/m/035wq7,5,Q318685
Don Cheadle,40,M,1964-11-29,/m/0x67,/m/02p65p,5,Q2469
Bill Moseley,40,M,1951-11-11,,/m/07vnp4,5,Q862342
Keith David,40,M,1956-06-04,/m/0x67,/m/03pmzt,5,Q370918
Elliott Gould,37,M,1938-08-29,/m/041rx,/m/02xwgr,5,Q314805
Michael Madsen,37,M,1957-09-25,,/m/02zyy4,5,Q220584
Quentin Tarantino,37,M,1963-03-27,/m/0dbxy,/m/0693l,5,Q3772
Ethan Suplee,36,M,1976-05-25,/m/07hwkr,/m/0670jl,5,Q314610
Eddie Jemison,34,M,1963,,/m/0896b2,5,Q1269785
Carl Reiner,33,M,1922-03-20,/m/041rx,/m/0pnf3,5,Q287793
G. W. Bailey,33,M,1944-08-27,,/m/045c2m,5,Q381046
Shaobo Qin,33,M,1982,,/m/08c882,5,Q1319978
Bruce Willis,33,M,1955-03-19,,/m/0h7pj,5,Q7356391
Charlie Sheen,32,M,1965-09-03,/m/042gtr,/m/01pllx,5,Q103939
Clifton Powell,30,M,1956-03-16,/m/0x67,/m/07v_x9,5,Q941660
Tommy 'Tiny' Lister,30,M,1958-06-24,/m/0x67,/m/03nrbx,5,Q1366768
Alexa Vega,30,F,1988-08-27,/m/0c2hxm,/m/02z7h0,5,Q152555
Julia Roberts,29,F,1967-10-28,/m/09vc4s,/m/046zh,5,Q40523
Emilio Estevez,29,M,1962-05-12,/m/042gtr,/m/01z7s_,5,Q1420342
Geoffrey Lewis,29,M,1935-07-31,,/m/041rhq,5,Q562257
Clint Eastwood,28,M,1930-05-31,/m/09vc4s,/m/0bwh6,5,Q4616291
Jeff Anderson,28,M,1970-04-21,,/m/09594c,5,Q1140895
Vin Diesel,28,M,1967-07-18,/m/04y8_bm,/m/025n3p,5,Q674
Terrence Howard,27,M,1969-03-11,/m/0x67,/m/06g2d1,5,Q277626
Carla Gugino,27,F,1971-08-29,/m/0xnvg,/m/06qgvf,5,Q228871
Regina Hall,27,F,1970-12-12,/m/0x67,/m/072z_t,5,Q235141
Jason Flemyng,27,M,1966-09-25,/m/02w7gg,/m/01v42g,5,Q472504
Tom Selleck,26,M,1945-01-29,/m/04q7gbh,/m/01pj3h,5,Q213706
Daryl Sabara,26,M,1992-06-14,/m/041rx,/m/042ldz,5,Q271469
Snoop Dogg,26,M,1971-10-20,/m/0x67,/m/01vw8mh,5,Q6096
Kathy Baker,25,F,1950-06-08,,/m/07s8r0,5,Q79762
Bruce Mahler,25,M,1950-09-12,,/m/026flxv,5,Q991708
Joey Lauren Adams,25,F,1968-01-09,,/m/03kwbr,5,Q237115
Salma Hayek,24,F,1966-09-02,/m/09k5jvk,/m/06x58,5,Q125106
Martin Sheen,24,M,1940-08-03,/m/042gtr,/m/0hvb2,5,Q184572
Stephen McHattie,24,M,1947-02-03,/m/02rbdlq,/m/0fs9jn,5,Q1321265
Chus Lampreave,24,F,1930-12-11,,/m/0ftbkt,5,Q268726
Sheri Moon,24,F,1970-09-26,,/m/0729vf,5,Q238121
Sid Haig,24,M,1939-07-14,,/m/078m0h,5,Q1331953
Tom Savini,23,M,1946-11-03,,/m/04mqnp,5,Q152309
Robert Carradine,23,M,1954-03-24,,/m/026qxz,5,Q463734
Eric Roberts,23,M,1956-04-18,,/m/023nlj,5,Q207969
Tom Sizemore,23,M,1961-11-29,/m/06gbnc,/m/025j1t,5,Q349852
Daryl Hannah,22,F,1960-12-03,,/m/01xv77,5,Q207596
Rose McGowan,22,F,1973-09-05,/m/06v41q,/m/01m4yn,5,Q211040
William Devane,22,M,1937-09-05,,/m/02xgrd,5,Q451880
William Sadler,22,M,1950-04-13,,/m/05pyq6,5,Q152542
Bill Paxton,21,M,1955-05-17,,/m/01s7zw,5,Q7735472
Jennifer Schwalbach Smith,21,F,1971-04-07,,/m/081cbt,5,Q463692
David Carradine,21,M,1936-12-08,/m/07bch9,/m/02p5hf,5,Q187038
Ethan Hawke,21,M,1970-11-06,/m/07hwkr,/m/015v3r,5,Q134969
Tim Kazurinsky,21,M,1950-03-03,,/m/01cs38,5,Q523958
Bobcat Goldthwait,21,M,1962-05-26,,/m/03kxdw,5,Q369424
Lance Kinsey,21,M,1959-06-13,,/m/0fgnhp,5,Q768677
Walt Flanagan,21,M,1967-10-23,,/m/094twz,5,Q7963966
Val Kilmer,20,M,1959-12-31,/m/07bch9,/m/0d_84,5,Q12792
Marlon Wayans,20,M,1972-07-23,/m/0x67,/m/02_l96,5,Q310785
Penélope Cruz,19,F,1974-04-28,/m/03ttfc,/m/05q_b,5,Q37156
Marley Shelton,19,F,1974-04-12,,/m/081tlz,5,Q235072
Keith Carradine,19,M,1949-08-08,,/m/03lmzl,5,Q433417
Vinnie Jones,18,M,1965-01-05,/m/02w7gg,/m/01lqnff,5,Q296822
Saul Rubinek,18,M,1948-07-02,/m/041rx,/m/0652ty,5,Q976176
Ice T,18,M,1958-02-16,/m/0x67,/m/03sww,5,Q309941
Dwight Ewell,18,M,1968,/m/0x67,/m/09jfqc,5,Q5318153
Mike Judge,18,M,1962-10-17,,/m/01p8r8,5,Q629
Kohl Sudduth,18,M,1974-08-08,,/m/0bc34dy,5,Q1778472
Rick Overton,18,M,1954-08-10,,/m/02tqys,5,Q2151597
Scott Thomson,18,M,1957-10-29,,/m/02210c_,5,Q19663780
Michael Parks,17,M,1940-04-24,,/m/05qwyy,5,Q525318
Anthony Anderson,17,M,1970-08-15,/m/0x67,/m/042xrr,5,Q313918
Mario Brega,17,M,1923-03-05,/m/0222qb,/m/07gnh0,5,Q1040908
Ken Foree,17,M,1948-02-29,/m/0x67,/m/04bl43,5,Q529912
Paul Walker,17,M,1973-09-12,/m/0ffhz3,/m/01kgxf,5,Q213864
Terry Stone,17,M,1971-01-13,,/m/0k2nl7,5,Q7705049
Faizon Love,16,M,1968-06-14,/m/03yk6g,/m/06zn34,5,Q155449
Tony Todd,16,M,1954-12-04,/m/0x67,/m/045gzq,5,Q351849
Tommy Chong,16,M,1938-05-24,/m/0g8_vp,/m/01twmp,5,Q369174
Giovanni Ribisi,16,M,1974-12-17,/m/0222qb,/m/03fbb6,5,Q224081
Rosario Dawson,16,F,1979-05-09,/m/09v5bdn,/m/02_hj4,5,Q228692
Daniel Roebuck,16,M,1963-03-04,,/m/068g3p,5,Q170304
Klaus Kinski,16,M,1926-10-18,,/m/01dzrt,5,Q55419
Christian Slater,16,M,1969-08-18,/m/09vc4s,/m/01mqc_,5,Q204590
Edward James Olmos,16,M,1947-02-24,/m/01g7zj,/m/016yr0,5,Q211415
Curtis Armstrong,16,M,1953-11-27,,/m/041ly3,5,Q1145528
Mario Van Peebles,16,M,1957-01-15,/m/0x67,/m/036qs_,5,Q126957
James Gammon,15,M,1940-04-20,,/m/06kjz6,5,Q978184
Method Man,15,M,1971-04-01,/m/0x67,/m/03j149k,5,Q298694
Tom Berenger,15,M,1949-05-31,,/m/021npv,5,Q299317
Tom Towles,15,M,1950-03-20,,/m/0d20ts,5,Q444217
Jackie Earle Haley,15,M,1961-07-14,,/m/01lxl6,5,Q314841
Julie Delpy,15,F,1969-12-21,/m/06v41q,/m/014g9y,5,Q15277
Master P,15,M,1967-04-29,/m/0x67,/m/016ksk,5,Q722042
Anthony Johnson,15,M,1965,/m/0x67,/m/0fdb14,5,Q24005923
Loretta Devine,15,F,1949-08-21,/m/0x67,/m/04pp9s,5,Q257271
Mike Epps,14,M,1970-11-18,/m/0x67,/m/06l9n8,5,Q311962
Terry Crews,13,M,1968-07-30,/m/0x67,/m/063g7l,5,Q271464
Dr. Dre,13,M,1965-02-18,/m/0x67,/m/01vvydl,5,Q6078
Adam Deacon,13,M,1983-03-04,,/m/0c3jby,5,Q11849729
Kenneth Welsh,13,M,1942-03-30,/m/044038p,/m/06rn5d,5,Q918404
Nicky Katt,13,M,1970-05-11,,/m/077b2t,5,Q729618
Shawn Wayans,13,M,1971-01-19,/m/0x67,/m/030g9z,5,Q370102
Harley Quinn Smith,13,F,1999-06-26,,/m/0285c83,5,Q3130
Kevin Pollak,13,M,1957-10-30,,/m/02lf1j,5,Q351812
Martin Lawrence,12,M,1965-04-16,/m/0x67,/m/02633g,5,Q183542
Sondra Locke,12,F,1944-05-28,,/m/03q4yl,5,Q127060
Jon Gries,12,M,1957-06-17,,/m/06bggn,5,Q1319770
Kevin Conway,12,M,1942-05-29,,/m/0508xr,5,Q586857
George Gonzales,12,M,1967,,/m/0gc25m1,5,Q326224
Tamer Hassan,12,M,1968-03-18,,/m/02pyhc6,5,Q1058562
Erin Blunt,12,M,1963-11-09,,/m/07k3_0b,5,Q5389109
Adam Goldberg,12,M,1970-10-25,/m/041rx,/m/03jqw5,5,Q281964
Renée Humphrey,12,F,1975-01-27,,/m/02pnw_t,5,Q3932949
Forest Whitaker,12,M,1961-07-15,/m/05g0f1,/m/02y_2y,5,Q182763
Pam Grier,12,F,1949-05-26,/m/0x67,/m/0418ft,5,Q233862
Alan Cumming,12,M,1965-01-27,/m/03lmx1,/m/01cwcr,5,Q316629
Shelley Duvall,12,F,1949-07-07,,/m/0421st,5,Q235478
Quinn Smith,12,M,1969-12-06,,/m/03cf9rg,5,Q3927875
Barry Corbin,12,M,1940-10-16,,/m/04vcdj,5,Q607678
Jenifer Lewis,12,F,1957-01-25,/m/0x67,/m/052m4g,5,Q542262
Ben Kingsley,12,M,1943-12-31,/m/0dryh9k,/m/016k6x,5,Q173158
Ray Liotta,12,M,1954-12-18,/m/0xnvg,/m/02j490,5,Q211280
Pete Postlethwaite,12,M,1946-02-07,/m/02w7gg,/m/018swb,5,Q217137
Chris Barnes,12,M,1965-06-24,,/m/05l4vz,5,Q5105818
Keenen Ivory Wayans,11,M,1958-06-08,/m/0x67,/m/02mc79,5,Q323201
Gabrielle Union,11,F,1972-10-29,/m/0x67,/m/02xbw2,5,Q231648
Patrick Bauchau,11,M,1938-12-06,/m/0ch3pqf,/m/06f0cl,5,Q308792
Ernesto Gómez Cruz,11,M,1933-11-07,,/m/0cyffg,5,Q2176223
Lochlyn Munro,11,M,1966-02-12,/m/044038p,/m/03hv_6,5,Q73930
Vincent D'Onofrio,11,M,1959-06-30,,/m/01hmb_,5,Q320052
Michael Clarke Duncan,11,M,1957-12-10,/m/0x67,/m/02lkcc,5,Q483148
John Witherspoon,11,M,1942-01-27,/m/07bch9,/m/05ykqb,5,Q1702204
Tony Shalhoub,11,M,1953-10-09,/m/0150zs,/m/02661h,5,Q107249
Jordana Brewster,11,F,1980-04-26,/m/02p7gyv,/m/03wjxs,5,Q230827
Michelle Rodriguez,10,F,1978-07-12,/m/0912ll,/m/01sl1q,5,Q184219
Joseph Gordon-Levitt,10,M,1981-02-17,/m/013b6_,/m/05zbm4,5,Q52618
Tracy Morgan,10,M,1968-11-10,/m/0x67,/m/04tnqn,5,Q14542
Topher Grace,10,M,1978-07-12,,/m/028r4y,5,Q277978
Kevin Gage,10,M,1959-05-26,,/m/07f469,5,Q366195
Joe Pantoliano,10,M,1951-09-12,/m/0xnvg,/m/01b9z4,5,Q296883
Courtney B. Vance,10,M,1960-03-12,/m/0x67,/m/0337t1,5,Q710169
Tamala Jones,10,F,1974-11-12,/m/0x67,/m/08tf3s,5,Q454035
David A.R. White,10,M,1970-05-12,,/m/06v3fy,5,Q2253352
Sung Kang,10,M,1972-04-08,/m/01j2qv,/m/0f734d,5,Q317563
William Russ,10,M,1950-10-20,,/m/041s2c,5,Q924039
Nia Long,10,F,1970-10-30,/m/04608z,/m/03km_1,5,Q272956
Channing Tatum,10,M,1980-04-26,/m/059_w,/m/06lvlf,5,Q212064
Jason Statham,10,M,1967-09-12,,/m/034hyc,5,Q169963
Joshua Jackson,10,M,1978-06-11,/m/0g8_vp,/m/03_6y,5,Q3910056
Jeff Fahey,9,M,1952-11-29,,/m/07lxdt,5,Q314606
Monica Calhoun,9,F,1971-07-29,,/m/09qh60,5,Q536030
Malinda Williams,9,F,1975-12-03,/m/0x67,/m/0fq90z,5,Q953500
50 Cent,9,M,1975-07-06,/m/0x67,/m/01vvyc_,5,Q6060
George Carlin,9,M,1937-05-12,/m/033tf_,/m/014z8v,5,Q15277
James Remar,9,M,1953-12-31,,/m/05mlqj,5,Q441913
Dennis Haysbert,9,M,1954-06-02,/m/0x67,/m/04wf_b,5,Q350208
Lew Temple,9,M,1967-10-02,,/m/02rt821,5,Q3237275
Donald Gibb,9,M,1954-08-04,,/m/05ltkj,5,Q443040
T. J. Storm,9,M,1972-02-14,,/m/04jh1nx,5,Q4498943
Stephen Tobolowsky,9,M,1951-05-30,,/m/05w1vf,5,Q376131
Jay Brazeau,9,M,1953-12-22,/m/044038p,/m/076vhqg,5,Q3163215
Jeff Bridges,9,M,1949-12-04,,/m/0flw6,5,Q174843
Corbin Bernsen,9,M,1954-09-07,,/m/033db3,5,Q737183
Ellen Burstyn,9,F,1932-12-07,/m/033tf_,/m/019f2f,5,Q164683
Mark Ruffalo,9,M,1967-11-22,/m/0xnvg,/m/035rnz,5,Q41422
Jordan Ladd,9,F,1975-01-14,,/m/077ytv,5,Q241841
Tego Calderón,9,M,1972-02-01,,/m/02flxw,5,Q611466
Matthew McConaughey,9,M,1969-11-04,,/m/02mjf2,5,Q188955
Vincent Klyn,9,M,1960-06-30,,/m/03qn8bj,5,Q2064100
Romany Malco,9,M,1968-11-18,/m/0x67,/m/0c861_,5,Q924104
Silas Weir Mitchell,9,M,1969,,/m/0c_pm7,5,Q357656
Bokeem Woodbine,9,M,1973-04-13,/m/0x67,/m/08s7qj,5,Q1139685
Lee Van Cleef,9,M,1925-01-09,/m/07mqps,/m/04r0b,5,Q193278
Danny Dyer,9,M,1977-07-24,/m/02w7gg,/m/065j4h,5,Q712803
Sanaa Lathan,9,F,1971-09-19,/m/0x67,/m/036ztw,5,Q241783
Rossy de Palma,9,F,1964-09-16,,/m/026t8jg,5,Q266626
Don Omar,9,M,1978-02-10,,/m/04lxnb,5,Q310539
John Carroll Lynch,9,M,1963-08-01,,/m/08lknx,5,Q707759
Brenda Fricker,9,F,1945-02-17,/m/03bkbh,/m/02ymv4,5,Q230214
Michael Biehn,9,M,1956-07-31,,/m/02d6n_,5,Q874745
Javier Cámara,9,M,1967-01-19,/m/03ttfc,/m/08cbqj,5,Q537931
Kevin Costner,9,M,1955-01-18,/m/09vc4s,/m/0127m7,5,Q11930
Allison Janney,9,F,1959-11-19,,/m/02bkdn,5,Q229487
Larry B. Scott,9,M,1961-08-17,/m/0x67,/m/0cz1ws,5,Q1806031
Jorge Sanz,8,M,1969-08-26,,/m/02q64y2,5,Q953237
Kiefer Sutherland,8,M,1966-12-21,/m/02rbdlq,/m/01rzqj,5,Q103946
Javier Bardem,8,M,1969-03-01,/m/03ttfc,/m/01713c,5,Q134895
Vivica A. Fox,8,F,1964-07-30,/m/059_w,/m/02ts3h,5,Q220396
Josh Brolin,8,M,1968-02-12,,/m/03n_7k,5,Q41396
Morris Chestnut,8,M,1969-01-01,/m/0x67,/m/0hqyy,5,Q472053
Chris Tucker,8,M,1971-08-31,/m/0x67,/m/01900g,5,Q219717
Benito Stefanelli,7,M,1928-09-02,,/m/027d2rs,5,Q817356
Geoffrey Blake,7,M,1962-08-20,,/m/0ksyy4,5,Q1502946
Vincent Regan,7,M,1965-05-16,,/m/02psnsk,5,Q381664
Raúl Juliá,7,M,1940-03-09,,/m/01yvzx,5,Q317654
Eli Roth,7,M,1972-04-18,/m/041rx,/m/058kqy,5,Q358714
Grace Smith,7,F,,,/m/05gmpdw,5,
Bill McKinney,7,M,1931-09-12,,/m/04lrv3,5,Q862314
Alfre Woodard,7,F,1952-11-08,/m/0x67,/m/030znt,5,Q526620
Lola Dueñas,7,F,1971-10-06,,/m/0ft8_3,5,Q283513
Luigi Pistilli,7,M,1929-07-19,,/m/0dd_6z,5,Q735221
John C. McGinley,7,M,1959-08-03,/m/033tf_,/m/01wjrn,5,Q316032
Kevin Downes,7,M,1972,,/m/04lh1qs,5,Q6396178
Larenz Tate,7,M,1975-09-08,/m/0x67,/m/0337vz,5,Q1805906
